"CIRCOSCRIZIONE";"PROVINCIA";"COMUNE";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI";"VOTANTI_MASCHI";"SCHEDE_BIANCHE";"LISTA";"VOTILISTA"
"CALABRIA";"CROTONE";"SAN NICOLA DELL'ALTO";894;410;602;301;13;"LA ROSA NEL PUGNO";"25"
"CALABRIA";"CROTONE";"SAN NICOLA DELL'ALTO";894;410;602;301;13;"LISTA CONSUMATORI";"10"
"CALABRIA";"CROTONE";"SAN NICOLA DELL'ALTO";894;410;602;301;13;"U.D.EUR POPOLARI";"5"
"CALABRIA";"CROTONE";"SAN NICOLA DELL'ALTO";894;410;602;301;13;"I SOCIALISTI ";"3"
"CALABRIA";"CROTONE";"SAN NICOLA DELL'ALTO";894;410;602;301;13;"RIFONDAZIONE COMUNISTA";"57"
"CALABRIA";"CROTONE";"SAN NICOLA DELL'ALTO";894;410;602;301;13;"FEDERAZIONE DEI VERDI";"6"
"CALABRIA";"CROTONE";"SAN NICOLA DELL'ALTO";894;410;602;301;13;"L'ULIVO";"238"
"CALABRIA";"CROTONE";"SAN NICOLA DELL'ALTO";894;410;602;301;13;"PARTITO PENSIONATI";"1"
"CALABRIA";"CROTONE";"SANTA SEVERINA";1830;883;1363;689;33;"ALTERNATIVA SOCIALE MUSSOLINI";"6"
"CALABRIA";"CROTONE";"SANTA SEVERINA";1830;883;1363;689;33;"ALLEANZA NAZIONALE";"221"
"CALABRIA";"CROTONE";"SANTA SEVERINA";1830;883;1363;689;33;"UNIONE DI CENTRO";"60"
"CALABRIA";"CROTONE";"SANTA SEVERINA";1830;883;1363;689;33;"DEM.CRIST.-NUOVO PSI";"24"
"CALABRIA";"CROTONE";"SANTA SEVERINA";1830;883;1363;689;33;"FIAMMA TRICOLORE";"21"
"CALABRIA";"CROTONE";"SANTA SEVERINA";1830;883;1363;689;33;"FORZA ITALIA";"165"
"CALABRIA";"CROTONE";"SANTA SEVERINA";1830;883;1363;689;33;"LEGA NORD";"1"
"CALABRIA";"CROTONE";"SANTA SEVERINA";1830;883;1363;689;33;"PER IL SUD";"4"
"CALABRIA";"CROTONE";"SANTA SEVERINA";1830;883;1363;689;33;"DI PIETRO ITALIA DEI VALORI";"12"
"CALABRIA";"CROTONE";"SANTA SEVERINA";1830;883;1363;689;33;"COMUNISTI ITALIANI";"57"
"CALABRIA";"CROTONE";"SANTA SEVERINA";1830;883;1363;689;33;"LA ROSA NEL PUGNO";"21"
"CALABRIA";"CROTONE";"SANTA SEVERINA";1830;883;1363;689;33;"LISTA CONSUMATORI";"145"
"CALABRIA";"CROTONE";"SANTA SEVERINA";1830;883;1363;689;33;"U.D.EUR POPOLARI";"39"
"CALABRIA";"CROTONE";"SANTA SEVERINA";1830;883;1363;689;33;"I SOCIALISTI ";"8"
"CALABRIA";"CROTONE";"SANTA SEVERINA";1830;883;1363;689;33;"RIFONDAZIONE COMUNISTA";"138"
"CALABRIA";"CROTONE";"SANTA SEVERINA";1830;883;1363;689;33;"FEDERAZIONE DEI VERDI";"21"
"CALABRIA";"CROTONE";"SANTA SEVERINA";1830;883;1363;689;33;"L'ULIVO";"342"
"CALABRIA";"CROTONE";"SANTA SEVERINA";1830;883;1363;689;33;"PARTITO PENSIONATI";"3"
"CALABRIA";"CROTONE";"SAVELLI";1348;649;961;481;45;"ALTERNATIVA SOCIALE MUSSOLINI";"5"
"CALABRIA";"CROTONE";"SAVELLI";1348;649;961;481;45;"ALLEANZA NAZIONALE";"94"
"CALABRIA";"CROTONE";"SAVELLI";1348;649;961;481;45;"UNIONE DI CENTRO";"53"
"CALABRIA";"CROTONE";"SAVELLI";1348;649;961;481;45;"DEM.CRIST.-NUOVO PSI";"6"
"CALABRIA";"CROTONE";"SAVELLI";1348;649;961;481;45;"FIAMMA TRICOLORE";"12"
"CALABRIA";"CROTONE";"SAVELLI";1348;649;961;481;45;"FORZA ITALIA";"97"
"CALABRIA";"CROTONE";"SAVELLI";1348;649;961;481;45;"LEGA NORD";"1"
"CALABRIA";"CROTONE";"SAVELLI";1348;649;961;481;45;"PER IL SUD";"3"
"CALABRIA";"CROTONE";"SAVELLI";1348;649;961;481;45;"DI PIETRO ITALIA DEI VALORI";"21"
"CALABRIA";"CROTONE";"SAVELLI";1348;649;961;481;45;"COMUNISTI ITALIANI";"35"
"CALABRIA";"CROTONE";"SAVELLI";1348;649;961;481;45;"LA ROSA NEL PUGNO";"25"
"CALABRIA";"CROTONE";"SAVELLI";1348;649;961;481;45;"LISTA CONSUMATORI";"52"
"CALABRIA";"CROTONE";"SAVELLI";1348;649;961;481;45;"U.D.EUR POPOLARI";"57"
"CALABRIA";"CROTONE";"SAVELLI";1348;649;961;481;45;"I SOCIALISTI ";"3"
"CALABRIA";"CROTONE";"SAVELLI";1348;649;961;481;45;"RIFONDAZIONE COMUNISTA";"51"
"CALABRIA";"CROTONE";"SAVELLI";1348;649;961;481;45;"FEDERAZIONE DEI VERDI";"6"
"CALABRIA";"CROTONE";"SAVELLI";1348;649;961;481;45;"L'ULIVO";"370"
"CALABRIA";"CROTONE";"SAVELLI";1348;649;961;481;45;"PARTITO PENSIONATI";"3"
"CALABRIA";"CROTONE";"SCANDALE";2429;1165;1822;913;32;"ALTERNATIVA SOCIALE MUSSOLINI";"11"
"CALABRIA";"CROTONE";"SCANDALE";2429;1165;1822;913;32;"ALLEANZA NAZIONALE";"156"
"CALABRIA";"CROTONE";"SCANDALE";2429;1165;1822;913;32;"UNIONE DI CENTRO";"194"
"CALABRIA";"CROTONE";"SCANDALE";2429;1165;1822;913;32;"DEM.CRIST.-NUOVO PSI";"8"
"CALABRIA";"CROTONE";"SCANDALE";2429;1165;1822;913;32;"FIAMMA TRICOLORE";"11"
"CALABRIA";"CROTONE";"SCANDALE";2429;1165;1822;913;32;"FORZA ITALIA";"314"
"CALABRIA";"CROTONE";"SCANDALE";2429;1165;1822;913;32;"LEGA NORD";"2"
"CALABRIA";"CROTONE";"SCANDALE";2429;1165;1822;913;32;"PER IL SUD";"6"
"LOMBARDIA 3";"LODI";"VILLANOVA DEL SILLARO";1115;563;962;489;6;"FORZA ITALIA";"317"
"LOMBARDIA 3";"LODI";"VILLANOVA DEL SILLARO";1115;563;962;489;6;"LEGA NORD";"100"
"LOMBARDIA 3";"LODI";"ZELO BUON PERSICO";4628;2311;4099;2070;32;"COMUNISTI ITALIANI";"99"
"LOMBARDIA 3";"LODI";"ZELO BUON PERSICO";4628;2311;4099;2070;32;"L'ULIVO";"1026"
"LOMBARDIA 3";"LODI";"ZELO BUON PERSICO";4628;2311;4099;2070;32;"LA ROSA NEL PUGNO";"100"
"LOMBARDIA 3";"LODI";"ZELO BUON PERSICO";4628;2311;4099;2070;32;"FEDERAZIONE DEI VERDI";"87"
"LOMBARDIA 3";"LODI";"ZELO BUON PERSICO";4628;2311;4099;2070;32;"DI PIETRO ITALIA DEI VALORI";"88"
"LOMBARDIA 3";"LODI";"ZELO BUON PERSICO";4628;2311;4099;2070;32;"PARTITO PENSIONATI";"96"
"LOMBARDIA 3";"LODI";"ZELO BUON PERSICO";4628;2311;4099;2070;32;"RIFONDAZIONE COMUNISTA";"264"
"LOMBARDIA 3";"LODI";"ZELO BUON PERSICO";4628;2311;4099;2070;32;"U.D.EUR POPOLARI";"14"
"LOMBARDIA 3";"LODI";"ZELO BUON PERSICO";4628;2311;4099;2070;32;"ALLEANZA NAZIONALE";"499"
"LOMBARDIA 3";"LODI";"ZELO BUON PERSICO";4628;2311;4099;2070;32;"UNIONE DI CENTRO";"193"
"LOMBARDIA 3";"LODI";"ZELO BUON PERSICO";4628;2311;4099;2070;32;"ALTERNATIVA SOCIALE MUSSOLINI";"34"
"LOMBARDIA 3";"LODI";"ZELO BUON PERSICO";4628;2311;4099;2070;32;"FIAMMA TRICOLORE";"15"
"LOMBARDIA 3";"LODI";"ZELO BUON PERSICO";4628;2311;4099;2070;32;"DEM.CRIST.-NUOVO PSI";"18"
"LOMBARDIA 3";"LODI";"ZELO BUON PERSICO";4628;2311;4099;2070;32;"FORZA ITALIA";"1097"
"LOMBARDIA 3";"LODI";"ZELO BUON PERSICO";4628;2311;4099;2070;32;"LEGA NORD";"342"
"TOSCANA";"PRATO";"CANTAGALLO";2425;1204;2058;1047;15;"FIAMMA TRICOLORE";"14"
"TOSCANA";"PRATO";"CANTAGALLO";2425;1204;2058;1047;15;"LEGA NORD";"28"
"TOSCANA";"PRATO";"CANTAGALLO";2425;1204;2058;1047;15;"ALTERNATIVA SOCIALE MUSSOLINI";"18"
"TOSCANA";"PRATO";"CANTAGALLO";2425;1204;2058;1047;15;"DEM.CRIST.-NUOVO PSI";"9"
"TOSCANA";"PRATO";"CANTAGALLO";2425;1204;2058;1047;15;"ALLEANZA NAZIONALE";"243"
"TOSCANA";"PRATO";"CANTAGALLO";2425;1204;2058;1047;15;"UNIONE DI CENTRO";"125"
"TOSCANA";"PRATO";"CANTAGALLO";2425;1204;2058;1047;15;"FORZA ITALIA";"314"
"TOSCANA";"PRATO";"CANTAGALLO";2425;1204;2058;1047;15;"FEDERAZIONE DEI VERDI";"20"
"TOSCANA";"PRATO";"CANTAGALLO";2425;1204;2058;1047;15;"DI PIETRO ITALIA DEI VALORI";"20"
"TOSCANA";"PRATO";"CANTAGALLO";2425;1204;2058;1047;15;"U.D.EUR POPOLARI";"9"
"TOSCANA";"PRATO";"CANTAGALLO";2425;1204;2058;1047;15;"RIFONDAZIONE COMUNISTA";"164"
"TOSCANA";"PRATO";"CANTAGALLO";2425;1204;2058;1047;15;"L'ULIVO";"902"
"TOSCANA";"PRATO";"CANTAGALLO";2425;1204;2058;1047;15;"LISTA CONSUMATORI";"1"
"TOSCANA";"PRATO";"CANTAGALLO";2425;1204;2058;1047;15;"COMUNISTI ITALIANI";"93"
"TOSCANA";"PRATO";"CANTAGALLO";2425;1204;2058;1047;15;"LA ROSA NEL PUGNO";"43"
"TOSCANA";"PRATO";"CANTAGALLO";2425;1204;2058;1047;15;"PARTITO PENSIONATI";"8"
"TOSCANA";"PRATO";"CARMIGNANO";10231;5037;8947;4518;88;"FIAMMA TRICOLORE";"54"
"TOSCANA";"PRATO";"CARMIGNANO";10231;5037;8947;4518;88;"LEGA NORD";"135"
"TOSCANA";"PRATO";"CARMIGNANO";10231;5037;8947;4518;88;"ALTERNATIVA SOCIALE MUSSOLINI";"33"
"TOSCANA";"PRATO";"CARMIGNANO";10231;5037;8947;4518;88;"DEM.CRIST.-NUOVO PSI";"40"
"TOSCANA";"PRATO";"CARMIGNANO";10231;5037;8947;4518;88;"ALLEANZA NAZIONALE";"1264"
"TOSCANA";"PRATO";"CARMIGNANO";10231;5037;8947;4518;88;"UNIONE DI CENTRO";"569"
"TOSCANA";"PRATO";"CARMIGNANO";10231;5037;8947;4518;88;"FORZA ITALIA";"1614"
"TOSCANA";"PRATO";"CARMIGNANO";10231;5037;8947;4518;88;"FEDERAZIONE DEI VERDI";"179"
"TOSCANA";"PRATO";"CARMIGNANO";10231;5037;8947;4518;88;"DI PIETRO ITALIA DEI VALORI";"106"
"TOSCANA";"PRATO";"CARMIGNANO";10231;5037;8947;4518;88;"U.D.EUR POPOLARI";"20"
"TOSCANA";"PRATO";"CARMIGNANO";10231;5037;8947;4518;88;"RIFONDAZIONE COMUNISTA";"697"
"TOSCANA";"PRATO";"CARMIGNANO";10231;5037;8947;4518;88;"L'ULIVO";"3427"
"TOSCANA";"PRATO";"CARMIGNANO";10231;5037;8947;4518;88;"LISTA CONSUMATORI";"39"
"TOSCANA";"PRATO";"CARMIGNANO";10231;5037;8947;4518;88;"COMUNISTI ITALIANI";"302"
"TOSCANA";"PRATO";"CARMIGNANO";10231;5037;8947;4518;88;"LA ROSA NEL PUGNO";"175"
"TOSCANA";"PRATO";"CARMIGNANO";10231;5037;8947;4518;88;"PARTITO PENSIONATI";"33"
"TOSCANA";"PRATO";"MONTEMURLO";13986;6883;12272;6161;98;"FIAMMA TRICOLORE";"64"
"TOSCANA";"PRATO";"MONTEMURLO";13986;6883;12272;6161;98;"LEGA NORD";"156"
"TOSCANA";"PRATO";"MONTEMURLO";13986;6883;12272;6161;98;"ALTERNATIVA SOCIALE MUSSOLINI";"70"
"TOSCANA";"PRATO";"MONTEMURLO";13986;6883;12272;6161;98;"DEM.CRIST.-NUOVO PSI";"79"
"TOSCANA";"PRATO";"MONTEMURLO";13986;6883;12272;6161;98;"ALLEANZA NAZIONALE";"1743"
"TOSCANA";"PRATO";"MONTEMURLO";13986;6883;12272;6161;98;"UNIONE DI CENTRO";"523"
"TOSCANA";"PRATO";"MONTEMURLO";13986;6883;12272;6161;98;"FORZA ITALIA";"2071"
"TOSCANA";"PRATO";"MONTEMURLO";13986;6883;12272;6161;98;"FEDERAZIONE DEI VERDI";"145"
"TOSCANA";"PRATO";"MONTEMURLO";13986;6883;12272;6161;98;"DI PIETRO ITALIA DEI VALORI";"230"
"TOSCANA";"PRATO";"MONTEMURLO";13986;6883;12272;6161;98;"U.D.EUR POPOLARI";"22"
"TOSCANA";"PRATO";"MONTEMURLO";13986;6883;12272;6161;98;"RIFONDAZIONE COMUNISTA";"775"
"TOSCANA";"PRATO";"MONTEMURLO";13986;6883;12272;6161;98;"L'ULIVO";"5390"
"TOSCANA";"PRATO";"MONTEMURLO";13986;6883;12272;6161;98;"LISTA CONSUMATORI";"44"
"TOSCANA";"PRATO";"MONTEMURLO";13986;6883;12272;6161;98;"COMUNISTI ITALIANI";"411"
"TOSCANA";"PRATO";"MONTEMURLO";13986;6883;12272;6161;98;"LA ROSA NEL PUGNO";"199"
"TOSCANA";"PRATO";"MONTEMURLO";13986;6883;12272;6161;98;"PARTITO PENSIONATI";"46"
"TOSCANA";"PRATO";"POGGIO A CAIANO";7470;3607;6670;3300;83;"FIAMMA TRICOLORE";"31"
"TOSCANA";"PRATO";"POGGIO A CAIANO";7470;3607;6670;3300;83;"LEGA NORD";"104"
"TOSCANA";"PRATO";"POGGIO A CAIANO";7470;3607;6670;3300;83;"ALTERNATIVA SOCIALE MUSSOLINI";"36"
"TOSCANA";"PRATO";"POGGIO A CAIANO";7470;3607;6670;3300;83;"DEM.CRIST.-NUOVO PSI";"17"
"TOSCANA";"PRATO";"POGGIO A CAIANO";7470;3607;6670;3300;83;"ALLEANZA NAZIONALE";"1000"
"TOSCANA";"PRATO";"POGGIO A CAIANO";7470;3607;6670;3300;83;"UNIONE DI CENTRO";"603"
"TOSCANA";"PRATO";"POGGIO A CAIANO";7470;3607;6670;3300;83;"FORZA ITALIA";"1206"
"TOSCANA";"PRATO";"POGGIO A CAIANO";7470;3607;6670;3300;83;"FEDERAZIONE DEI VERDI";"92"
"TOSCANA";"PRATO";"POGGIO A CAIANO";7470;3607;6670;3300;83;"DI PIETRO ITALIA DEI VALORI";"95"
"TOSCANA";"PRATO";"POGGIO A CAIANO";7470;3607;6670;3300;83;"U.D.EUR POPOLARI";"21"
"TOSCANA";"PRATO";"POGGIO A CAIANO";7470;3607;6670;3300;83;"RIFONDAZIONE COMUNISTA";"355"
"TOSCANA";"PRATO";"POGGIO A CAIANO";7470;3607;6670;3300;83;"L'ULIVO";"2559"
"TOSCANA";"PRATO";"POGGIO A CAIANO";7470;3607;6670;3300;83;"LISTA CONSUMATORI";"27"
"LOMBARDIA 2";"LECCO";"ABBADIA LARIANA";2569;1282;2291;1144;20;"COMUNISTI ITALIANI";"24"
"LOMBARDIA 2";"LECCO";"ABBADIA LARIANA";2569;1282;2291;1144;20;"FEDERAZIONE DEI VERDI";"54"
"LOMBARDIA 2";"LECCO";"ABBADIA LARIANA";2569;1282;2291;1144;20;"L'ULIVO";"683"
"LOMBARDIA 2";"LECCO";"AIRUNO";2192;1054;1944;953;17;"FORZA ITALIA";"509"
"LOMBARDIA 2";"LECCO";"AIRUNO";2192;1054;1944;953;17;"UNIONE DI CENTRO";"142"
"LOMBARDIA 2";"LECCO";"AIRUNO";2192;1054;1944;953;17;"FIAMMA TRICOLORE";"15"
"LOMBARDIA 2";"LECCO";"AIRUNO";2192;1054;1944;953;17;"ALLEANZA NAZIONALE";"168"
"LOMBARDIA 2";"LECCO";"AIRUNO";2192;1054;1944;953;17;"DEM.CRIST.-NUOVO PSI";"5"
"LOMBARDIA 2";"LECCO";"AIRUNO";2192;1054;1944;953;17;"ALTERNATIVA SOCIALE MUSSOLINI";"10"
"LOMBARDIA 2";"LECCO";"AIRUNO";2192;1054;1944;953;17;"S.O.S. ITALIA";"3"
"LOMBARDIA 2";"LECCO";"AIRUNO";2192;1054;1944;953;17;"LEGA NORD";"268"
"LOMBARDIA 2";"LECCO";"AIRUNO";2192;1054;1944;953;17;"NO EURO";"3"
"LOMBARDIA 2";"LECCO";"AIRUNO";2192;1054;1944;953;17;"FEDERAZIONE DEI VERDI";"48"
"LOMBARDIA 2";"LECCO";"AIRUNO";2192;1054;1944;953;17;"L'ULIVO";"462"
"LOMBARDIA 2";"LECCO";"ANNONE DI BRIANZA";1669;836;1527;773;24;"FORZA ITALIA";"353"
"LOMBARDIA 2";"LECCO";"ANNONE DI BRIANZA";1669;836;1527;773;24;"UNIONE DI CENTRO";"134"
"LOMBARDIA 2";"LECCO";"ANNONE DI BRIANZA";1669;836;1527;773;24;"FIAMMA TRICOLORE";"8"
"LOMBARDIA 2";"LECCO";"ANNONE DI BRIANZA";1669;836;1527;773;24;"ALLEANZA NAZIONALE";"102"
"LOMBARDIA 2";"LECCO";"ANNONE DI BRIANZA";1669;836;1527;773;24;"DEM.CRIST.-NUOVO PSI";"8"
"LOMBARDIA 2";"LECCO";"ANNONE DI BRIANZA";1669;836;1527;773;24;"ALTERNATIVA SOCIALE MUSSOLINI";"9"
"LOMBARDIA 2";"LECCO";"ANNONE DI BRIANZA";1669;836;1527;773;24;"S.O.S. ITALIA";"0"
"LOMBARDIA 2";"LECCO";"ANNONE DI BRIANZA";1669;836;1527;773;24;"LEGA NORD";"213"
"LOMBARDIA 2";"LECCO";"ANNONE DI BRIANZA";1669;836;1527;773;24;"NO EURO";"2"
"LOMBARDIA 2";"LECCO";"ANNONE DI BRIANZA";1669;836;1527;773;24;"RIFONDAZIONE COMUNISTA";"53"
"LOMBARDIA 2";"LECCO";"ANNONE DI BRIANZA";1669;836;1527;773;24;"U.D.EUR POPOLARI";"0"
"LOMBARDIA 2";"LECCO";"ANNONE DI BRIANZA";1669;836;1527;773;24;"LA ROSA NEL PUGNO";"14"
"LOMBARDIA 2";"LECCO";"ANNONE DI BRIANZA";1669;836;1527;773;24;"ALLEANZA LOMBARDA AUTONOMIA";"20"
"LOMBARDIA 2";"LECCO";"ANNONE DI BRIANZA";1669;836;1527;773;24;"DI PIETRO ITALIA DEI VALORI";"21"
"LOMBARDIA 2";"LECCO";"ANNONE DI BRIANZA";1669;836;1527;773;24;"PARTITO PENSIONATI";"20"
"LOMBARDIA 2";"LECCO";"ANNONE DI BRIANZA";1669;836;1527;773;24;"COMUNISTI ITALIANI";"21"
"LOMBARDIA 2";"LECCO";"ANNONE DI BRIANZA";1669;836;1527;773;24;"FEDERAZIONE DEI VERDI";"13"
"LOMBARDIA 2";"LECCO";"ANNONE DI BRIANZA";1669;836;1527;773;24;"L'ULIVO";"482"
"LOMBARDIA 2";"LECCO";"BALLABIO";2764;1414;2476;1268;20;"FORZA ITALIA";"615"
"LOMBARDIA 2";"LECCO";"BALLABIO";2764;1414;2476;1268;20;"UNIONE DI CENTRO";"123"
"LOMBARDIA 2";"LECCO";"BALLABIO";2764;1414;2476;1268;20;"FIAMMA TRICOLORE";"16"
"LOMBARDIA 2";"LECCO";"BALLABIO";2764;1414;2476;1268;20;"ALLEANZA NAZIONALE";"233"
"LOMBARDIA 2";"LECCO";"BALLABIO";2764;1414;2476;1268;20;"DEM.CRIST.-NUOVO PSI";"8"
"LOMBARDIA 2";"LECCO";"BALLABIO";2764;1414;2476;1268;20;"ALTERNATIVA SOCIALE MUSSOLINI";"13"
"LOMBARDIA 2";"LECCO";"BALLABIO";2764;1414;2476;1268;20;"S.O.S. ITALIA";"0"
"LOMBARDIA 2";"LECCO";"BALLABIO";2764;1414;2476;1268;20;"LEGA NORD";"403"
"LOMBARDIA 2";"LECCO";"BALLABIO";2764;1414;2476;1268;20;"NO EURO";"1"
"LOMBARDIA 2";"LECCO";"BALLABIO";2764;1414;2476;1268;20;"RIFONDAZIONE COMUNISTA";"133"
"LOMBARDIA 2";"LECCO";"BALLABIO";2764;1414;2476;1268;20;"U.D.EUR POPOLARI";"8"
"LOMBARDIA 2";"LECCO";"BALLABIO";2764;1414;2476;1268;20;"LA ROSA NEL PUGNO";"37"
"LOMBARDIA 2";"LECCO";"BALLABIO";2764;1414;2476;1268;20;"ALLEANZA LOMBARDA AUTONOMIA";"46"
"LOMBARDIA 2";"LECCO";"BALLABIO";2764;1414;2476;1268;20;"DI PIETRO ITALIA DEI VALORI";"43"
"LOMBARDIA 2";"LECCO";"BALLABIO";2764;1414;2476;1268;20;"PARTITO PENSIONATI";"24"
"LOMBARDIA 2";"LECCO";"BALLABIO";2764;1414;2476;1268;20;"COMUNISTI ITALIANI";"46"
"LOMBARDIA 2";"LECCO";"BALLABIO";2764;1414;2476;1268;20;"FEDERAZIONE DEI VERDI";"53"
"LOMBARDIA 2";"LECCO";"BALLABIO";2764;1414;2476;1268;20;"L'ULIVO";"598"
"LOMBARDIA 2";"LECCO";"BARZAGO";2028;1027;1830;942;23;"FORZA ITALIA";"500"
"LOMBARDIA 2";"LECCO";"BARZAGO";2028;1027;1830;942;23;"UNIONE DI CENTRO";"180"
"LOMBARDIA 2";"LECCO";"BARZAGO";2028;1027;1830;942;23;"FIAMMA TRICOLORE";"14"
"LOMBARDIA 2";"LECCO";"BARZAGO";2028;1027;1830;942;23;"ALLEANZA NAZIONALE";"135"
"LOMBARDIA 2";"LECCO";"BARZAGO";2028;1027;1830;942;23;"DEM.CRIST.-NUOVO PSI";"10"
"LOMBARDIA 2";"LECCO";"BARZAGO";2028;1027;1830;942;23;"ALTERNATIVA SOCIALE MUSSOLINI";"6"
"LOMBARDIA 2";"LECCO";"BARZAGO";2028;1027;1830;942;23;"S.O.S. ITALIA";"2"
"LOMBARDIA 2";"LECCO";"BARZAGO";2028;1027;1830;942;23;"LEGA NORD";"246"
"LOMBARDIA 2";"LECCO";"BARZAGO";2028;1027;1830;942;23;"NO EURO";"4"
"LOMBARDIA 2";"LECCO";"BARZAGO";2028;1027;1830;942;23;"RIFONDAZIONE COMUNISTA";"53"
"LOMBARDIA 2";"LECCO";"BARZAGO";2028;1027;1830;942;23;"U.D.EUR POPOLARI";"4"
"LOMBARDIA 2";"LECCO";"BARZAGO";2028;1027;1830;942;23;"LA ROSA NEL PUGNO";"28"
"LOMBARDIA 2";"LECCO";"BARZAGO";2028;1027;1830;942;23;"ALLEANZA LOMBARDA AUTONOMIA";"28"
"LOMBARDIA 2";"LECCO";"BARZAGO";2028;1027;1830;942;23;"DI PIETRO ITALIA DEI VALORI";"24"
"LOMBARDIA 2";"LECCO";"BARZAGO";2028;1027;1830;942;23;"PARTITO PENSIONATI";"29"
"LOMBARDIA 2";"LECCO";"BARZAGO";2028;1027;1830;942;23;"COMUNISTI ITALIANI";"15"
"LOMBARDIA 2";"LECCO";"BARZAGO";2028;1027;1830;942;23;"FEDERAZIONE DEI VERDI";"33"
"LOMBARDIA 2";"LECCO";"BARZAGO";2028;1027;1830;942;23;"L'ULIVO";"455"
"LOMBARDIA 2";"LECCO";"BARZANO'";3941;1897;3585;1757;17;"FORZA ITALIA";"1055"
"LOMBARDIA 2";"LECCO";"BARZANO'";3941;1897;3585;1757;17;"UNIONE DI CENTRO";"244"
"LOMBARDIA 2";"LECCO";"BARZANO'";3941;1897;3585;1757;17;"FIAMMA TRICOLORE";"24"
"LOMBARDIA 2";"LECCO";"BARZANO'";3941;1897;3585;1757;17;"ALLEANZA NAZIONALE";"303"
"LOMBARDIA 2";"LECCO";"BARZANO'";3941;1897;3585;1757;17;"DEM.CRIST.-NUOVO PSI";"17"
"LOMBARDIA 2";"LECCO";"BARZANO'";3941;1897;3585;1757;17;"ALTERNATIVA SOCIALE MUSSOLINI";"12"
"LOMBARDIA 2";"LECCO";"BARZANO'";3941;1897;3585;1757;17;"S.O.S. ITALIA";"1"
"LOMBARDIA 2";"LECCO";"BARZANO'";3941;1897;3585;1757;17;"LEGA NORD";"475"
"LOMBARDIA 2";"LECCO";"BARZANO'";3941;1897;3585;1757;17;"NO EURO";"11"
"LOMBARDIA 2";"LECCO";"BARZANO'";3941;1897;3585;1757;17;"RIFONDAZIONE COMUNISTA";"145"
"LOMBARDIA 2";"LECCO";"BARZANO'";3941;1897;3585;1757;17;"U.D.EUR POPOLARI";"6"
"LOMBARDIA 2";"LECCO";"BARZANO'";3941;1897;3585;1757;17;"LA ROSA NEL PUGNO";"47"
"LOMBARDIA 2";"LECCO";"BARZANO'";3941;1897;3585;1757;17;"ALLEANZA LOMBARDA AUTONOMIA";"47"
"LOMBARDIA 2";"LECCO";"BARZANO'";3941;1897;3585;1757;17;"DI PIETRO ITALIA DEI VALORI";"57"
"LOMBARDIA 2";"LECCO";"BARZANO'";3941;1897;3585;1757;17;"PARTITO PENSIONATI";"46"
"LOMBARDIA 2";"LECCO";"BARZANO'";3941;1897;3585;1757;17;"COMUNISTI ITALIANI";"38"
"LOMBARDIA 2";"LECCO";"BARZANO'";3941;1897;3585;1757;17;"FEDERAZIONE DEI VERDI";"67"
"EMILIA-ROMAGNA";"RIMINI";"CORIANO";7313;3641;7337;3950;49;"FEDERAZIONE DEI VERDI";"216"
"EMILIA-ROMAGNA";"RIMINI";"CORIANO";7313;3641;7337;3950;49;"L'ULIVO";"2790"
"EMILIA-ROMAGNA";"RIMINI";"CORIANO";7313;3641;7337;3950;49;"LEGA NORD";"195"
"EMILIA-ROMAGNA";"RIMINI";"CORIANO";7313;3641;7337;3950;49;"UNIONE DI CENTRO";"339"
"EMILIA-ROMAGNA";"RIMINI";"CORIANO";7313;3641;7337;3950;49;"ALLEANZA NAZIONALE";"852"
"EMILIA-ROMAGNA";"RIMINI";"CORIANO";7313;3641;7337;3950;49;"DEM.CRIST.-NUOVO PSI";"36"
"EMILIA-ROMAGNA";"RIMINI";"CORIANO";7313;3641;7337;3950;49;"FIAMMA TRICOLORE";"49"
"EMILIA-ROMAGNA";"RIMINI";"CORIANO";7313;3641;7337;3950;49;"NO EURO";"16"
"EMILIA-ROMAGNA";"RIMINI";"CORIANO";7313;3641;7337;3950;49;"FORZA ITALIA";"1541"
"EMILIA-ROMAGNA";"RIMINI";"CORIANO";7313;3641;7337;3950;49;"ALTERNATIVA SOCIALE MUSSOLINI";"51"
"EMILIA-ROMAGNA";"RIMINI";"GEMMANO";918;463;818;430;7;"COMUNISTI ITALIANI";"11"
"EMILIA-ROMAGNA";"RIMINI";"GEMMANO";918;463;818;430;7;"PARTITO PENSIONATI";"8"
"EMILIA-ROMAGNA";"RIMINI";"GEMMANO";918;463;818;430;7;"DI PIETRO ITALIA DEI VALORI";"11"
"EMILIA-ROMAGNA";"RIMINI";"GEMMANO";918;463;818;430;7;"RIFONDAZIONE COMUNISTA";"42"
"EMILIA-ROMAGNA";"RIMINI";"GEMMANO";918;463;818;430;7;"U.D.EUR POPOLARI";"0"
"EMILIA-ROMAGNA";"RIMINI";"GEMMANO";918;463;818;430;7;"LA ROSA NEL PUGNO";"6"
"EMILIA-ROMAGNA";"RIMINI";"GEMMANO";918;463;818;430;7;"FEDERAZIONE DEI VERDI";"19"
"EMILIA-ROMAGNA";"RIMINI";"GEMMANO";918;463;818;430;7;"L'ULIVO";"293"
"EMILIA-ROMAGNA";"RIMINI";"GEMMANO";918;463;818;430;7;"LEGA NORD";"24"
