"DATAELEZIONE";"CODTIPOELEZIONE";"REGIONE";"COLLEGIO";"descrlista";"votiLista";"cognome";"nome";"datanascita";"luogonascita";"sesso";"CODTIPOELETTO"
5/4/1992 00:00:00;"S";"LOMBARDIA";"BUSTO ARSIZIO";"PRI";8005;"CELIENTO VITTORIO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"BUSTO ARSIZIO";"MSI-DN";7690;"ALBRIZIO ITALO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"BUSTO ARSIZIO";"FEDERAZIONE DEI VERDI";7726;"CORLEONE FRANCESCO DETTO FRANC";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"BUSTO ARSIZIO";"PLI";5687;"SELVINI LUIGI ROMANO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"BUSTO ARSIZIO";"LEGA ALPINA LUMBARDA";4412;"PAOLI FIAMMA";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"BUSTO ARSIZIO";"LISTA PANNELLA";2724;"CICCIOMESSERE ROBERTO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"BUSTO ARSIZIO";"PARTITO PENSIONATI";2462;"BORONI LUCIA";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"BUSTO ARSIZIO";"LA LEGA CAS-PENS.";2922;"BARBATI VED.CORI GIANNINA";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"BUSTO ARSIZIO";"PSDI-LEGA NUOVA";2619;"CASTIGLIONI DONATO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"BUSTO ARSIZIO";"LG.LOMB.EUR.T.LIB.";2165;"FAVETTI MARIA ANTONIETTA DETTA";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"BUSTO ARSIZIO";"LISTA REFERENDUM";2493;"PROSERPIO ANGELO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"BUSTO ARSIZIO";"ALLEANZA LOMBARDA AUTONOMIA";1761;"BRIVIO PIERANGELO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"BUSTO ARSIZIO";"CPA";502;"DELFINI ORAZIO GIOVANNI BATTIS";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"BUSTO ARSIZIO";"FEDERALISMO-PENS.UV.";373;"LATORRE SANTE";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"BUSTO ARSIZIO";"MOVIMENTO DELLE LIBERTA'";220;"CARELLI ATTILIO";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"TRENTO";"PPST";11302;"PANIZZA LUIGI";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"TRENTO";"DC";45027;"ANDREATTA BENIAMINO";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"TRENTO";"LEGA LOMBARDA";15553;"LOMBARDI CERRI GIANLUIGI FRANC";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"TRENTO";"PSI";13037;"CARNITI PIETRO (PIERRE)";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"TRENTO";"FEDERAZIONE DEI VERDI";8771;"LANGER ALEXANDER";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"TRENTO";"SENZA CONFINI";13560;"PONTARA GIULIANO";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"TRENTO";"MSI-DN";4476;"MORESCO MARIO";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"TRENTO";"PRI";6333;"PIAZZA DISERTORI MARCELLA";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"TRENTO";"FEDERALISMO-PENS.UV.";1452;"FEDEL DOMENICO";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"TRENTO";"PLI";3989;"DEL FAVERO ITO";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"ROVERETO";"PPST";4984;"PAIAR ENZO";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"ROVERETO";"DC";33520;"ROBOL ALBERTO";;;;;"E"
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"ROVERETO";"LEGA LOMBARDA";12901;"LOMBARDI CERRI GIANLUIGI FRANC";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"ROVERETO";"PSI";10704;"CARNITI PIETRO (PIERRE)";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"ROVERETO";"FEDERAZIONE DEI VERDI";5623;"LANGER ALEXANDER";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"ROVERETO";"SENZA CONFINI";10434;"PONTARA GIULIANO";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"ROVERETO";"MSI-DN";4134;"AMERIO LUCIO";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"ROVERETO";"PRI";5205;"TAMANINI CARLO";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"ROVERETO";"FEDERALISMO-PENS.UV.";800;"FEDEL DOMENICO";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"ROVERETO";"PLI";2141;"SORDO AIMONE";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"PPST";4181;"PAIAR ENZO";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"DC";23073;"POSTAL GIORGIO";;;;;"E"
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"LEGA LOMBARDA";10417;"BOSO ERMINIO ENZO";;;;;"E"
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"PSI";7432;"ANESI EZIO";;;;;"E"
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"FEDERAZIONE DEI VERDI";3542;"BOATO MARCO";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"SENZA CONFINI";4177;"PONTARA GIULIANO";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"MSI-DN";1956;"VENDRAMIN GIUSEPPE";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"PRI";2817;"CROCE GERMANO";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"FEDERALISMO-PENS.UV.";772;"PAOLI SAVERIO";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"PLI";1872;"GIOVANNINI GIULIO";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"BOLZANO";"PPST";30411;"FERRARI KARL";;;;;"E"
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"BOLZANO";"DC";12553;"MARCON GAETANO";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"BOLZANO";"LEGA LOMBARDA";4917;"TONINI CARLO";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"BOLZANO";"PSI";9772;"CARNITI PIETRO (PIERRE)";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"BOLZANO";"FEDERAZIONE DEI VERDI";11307;"LANGER ALEXANDER";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"BOLZANO";"SENZA CONFINI";6039;"BASSETTI SILVANO";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"BOLZANO";"MSI-DN";15530;"MITOLO PIETRO";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"BOLZANO";"PRI";3067;"VENTURINI PIETRO";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"BOLZANO";"FEDERALISMO-PENS.UV.";2026;"HOLZER ALFONS";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"BOLZANO";"PLI";2197;"BASSANI PAOLO";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"MERANO";"PPST";52393;"RIZ ROLAND";;;;;"E"
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"MERANO";"DC";3408;"BALDESSARELLI RENZO";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"MERANO";"LEGA LOMBARDA";1738;"ZENI RINO";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"MERANO";"PSI";2440;"MAESTRI GIUSEPPE";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"MERANO";"FEDERAZIONE DEI VERDI";4331;"NICOLODI ENZO";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"MERANO";"SENZA CONFINI";1221;"LANZINGER GIANNI";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"MERANO";"MSI-DN";3132;"LESANDRINI VED.MINNITI GABRIEL";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"MERANO";"PRI";951;"TOLLIS GIANCARMINE";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"MERANO";"FEDERALISMO-PENS.UV.";4707;"HOLZER ALFONS";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"MERANO";"PLI";494;"SAVIO PAOLO";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"BRESSANONE";"PPST";64842;"RUBNER HANS";;;;;"E"
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"BRESSANONE";"DC";3724;"VANZETTA FIOR ANGELO";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"BRESSANONE";"LEGA LOMBARDA";1905;"ZENI RINO";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"BRESSANONE";"PSI";1758;"TRENTA BRUNO";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"BRESSANONE";"FEDERAZIONE DEI VERDI";5972;"NIEDERWOLFSGRUBER ALOIS (LOIS)";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"BRESSANONE";"SENZA CONFINI";684;"DURANTE BRUNO";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"BRESSANONE";"MSI-DN";1919;"RISITANO FRANCESCO";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"BRESSANONE";"PRI";751;"VENTURINI PIETRO";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"BRESSANONE";"FEDERALISMO-PENS.UV.";3577;"HOLZER ALFONS";;;;;
5/4/1992 00:00:00;"S";"TRENTINO-ALTO ADIGE";"BRESSANONE";"PLI";453;"BRUCCOLERI MARIO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"BELLUNO";"DC";34915;"DE CIAN SERGIO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"BELLUNO";"LEGA LOMBARDA";25247;"MANFROI DONATO";;;;;"E"
5/4/1992 00:00:00;"S";"VENETO";"BELLUNO";"PDS";8969;"PISON GIUSEPPE";;;;;
5/4/1992 00:00:00;"S";"VENETO";"BELLUNO";"PSI";15203;"ZANELLA SIRIO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"BELLUNO";"LEGA AUT.VENETA";4633;"RONZANI PIERLUIGI";;;;;
5/4/1992 00:00:00;"S";"VENETO";"BELLUNO";"PRI";4291;"DA ROLD ALDO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"BELLUNO";"RIFONDAZIONE COMUNISTA";4165;"ZANGRANDO PEPPINO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"BELLUNO";"MSI-DN";3656;"SERAFINI PAOLO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"BELLUNO";"FEDERAZIONE DEI VERDI";2493;"TAMINO GIANNI";;;;;
5/4/1992 00:00:00;"S";"VENETO";"BELLUNO";"PLI";1913;"NANNI GIUSEPPE";;;;;
5/4/1992 00:00:00;"S";"VENETO";"BELLUNO";"MOV.VEN.REG.AUT";2207;"MASIERO ARMANDO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"BELLUNO";"UNION VENETO";1435;"DAL PRA GIANCARLO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"BELLUNO";"PSDI";3989;"TOMASELLA PIERLUIGI ";;;;;
5/4/1992 00:00:00;"S";"VENETO";"BELLUNO";"LISTA REFERENDUM";979;"POLIDORO GIAN LUIGI";;;;;
5/4/1992 00:00:00;"S";"VENETO";"BELLUNO";"PARTITO PENSIONATI";960;"CERAMI MARIA";;;;;
5/4/1992 00:00:00;"S";"VENETO";"BELLUNO";"VERDI FEDERALISTI";710;"PAVAN CORRADO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"PADOVA";"DC";54962;"EMO CAPODILISTA UMBERTO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"PADOVA";"LEGA LOMBARDA";25234;"GASPERINI LUCIANO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"PADOVA";"PDS";25343;"TREVISAN ALBERTO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"PADOVA";"PSI";16789;"DAL PALU' CESARE";;;;;
5/4/1992 00:00:00;"S";"VENETO";"PADOVA";"LEGA AUT.VENETA";6904;"BRICHESE ANGELO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"PADOVA";"PRI";15224;"MURARO GILBERTO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"PADOVA";"RIFONDAZIONE COMUNISTA";7098;"BOTTINI LUCIANO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"PADOVA";"MSI-DN";8129;"VERZA MARIO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"PADOVA";"FEDERAZIONE DEI VERDI";7597;"TAMINO GIANNI";;;;;
5/4/1992 00:00:00;"S";"VENETO";"PADOVA";"PLI";4895;"SILIPRANDI NORIS";;;;;
5/4/1992 00:00:00;"S";"VENETO";"PADOVA";"MOV.VEN.REG.AUT";2475;"CONTI GIACOMO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"PADOVA";"UNION VENETO";1798;"TRAMARIN ACHILLE";;;;;
5/4/1992 00:00:00;"S";"VENETO";"PADOVA";"PSDI";2429;"CAIRA SALVATORE";;;;;
5/4/1992 00:00:00;"S";"VENETO";"PADOVA";"LISTA REFERENDUM";3221;"BETTIOL RODOLFO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"PADOVA";"PARTITO PENSIONATI";1906;"CERAMI MARIA";;;;;
5/4/1992 00:00:00;"S";"VENETO";"PADOVA";"VERDI FEDERALISTI";2278;"DI ROCCO IN GENNARO CARMELA";;;;;
5/4/1992 00:00:00;"S";"VENETO";"PADOVA";"CPA";752;"BISON GIORGIO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"PADOVA";"FEDERALISMO-PENS.UV.";229;"SCHIAVO FRANCESCO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"ESTE";"DC";44939;"MINUCCI DARIA";;;;;"E"
5/4/1992 00:00:00;"S";"VENETO";"ESTE";"LEGA LOMBARDA";14001;"MAZZETTO MARIELLA";;;;;
5/4/1992 00:00:00;"S";"VENETO";"ESTE";"PDS";15694;"BOSELLI ANNA DETTA MILVIA";;;;;
5/4/1992 00:00:00;"S";"VENETO";"ESTE";"PSI";13045;"FRATUCELLO BRUNO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"ESTE";"LEGA AUT.VENETA";6869;"BRICHESE ANGELO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"IVREA";"LEGA ALPINA PIEMONT";5973;"NAVA LUIGI";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"IVREA";"PSDI-LEGA NUOVA";6179;"BELLINO ALBINO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"IVREA";"PARTITO PENSIONATI";3103;"VALABREGA SERGIO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"ESTE";"PLI";1283;"GAIA VITTORIO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"IVREA";"VERDI-VERDI";1888;"LUPI GIANPIETRO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"IVREA";"FEDERALISMO-PENS.UV.";407;"GRAGLIA RENATO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"SUSA";"DC";53345;"COZZA GIUSEPPE";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"SUSA";"LEGA LOMBARDA";47631;"PREIONI MARCO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"SUSA";"PDS";53253;"GIANOTTI LORENZO";;;;;"E"
5/4/1992 00:00:00;"S";"PIEMONTE";"SUSA";"PSI";43523;"GROTTO IVAN";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"SUSA";"RIFONDAZIONE COMUNISTA";27158;"MANZI LUCIANO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"SUSA";"PLI";9011;"PATRUCCO CARLO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"SUSA";"PRI";13669;"TEDINO IN FORAPANI ANGELA";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"SUSA";"MSI-DN";14645;"GIUVA MICHELE";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"SUSA";"FEDERAZIONE DEI VERDI";11696;"GARDIOL GIORGIO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"SUSA";"LEGA ALPINA PIEMONT";9811;"PASETTO MARCO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"SUSA";"PSDI-LEGA NUOVA";4457;"GARNERONE ALBERTO GIUSEPPE SEC";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"SUSA";"PARTITO PENSIONATI";4635;"ALESSI CARMELO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"SUSA";"LISTA REFERENDUM";4195;"DI MAURO CARMELO DETTO ORAZIO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"SUSA";"LA LEGA CAS-PENS.";3247;"VEZZOSI SALVATORE";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"SUSA";"VERDI-VERDI";4061;"MORRE GIORGIO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"SUSA";"FEDERALISMO-PENS.UV.";989;"DELLA VALLE MAURO MARIO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"PINEROLO";"DC";53588;"LAVEZZARI CARLO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"PINEROLO";"LEGA LOMBARDA";38637;"FOGLIATO ANDREA";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"PINEROLO";"PDS";31832;"BONTEMPI RINALDO GIUSEPPE ALAD";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"PINEROLO";"PSI";33882;"CARACCIOLO GIOVANNI ANTONIO FE";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"PINEROLO";"RIFONDAZIONE COMUNISTA";16743;"MARCHIARO ELIO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"PINEROLO";"PLI";11512;"PERASSI GIANCARLO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"PINEROLO";"PRI";12415;"VACCARI IN SCASSA MARIA";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"PINEROLO";"MSI-DN";10082;"MANGANIELLO CARMINE";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"PINEROLO";"FEDERAZIONE DEI VERDI";8547;"MAISANO VED.GRASSI GIUSEPPA MA";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"PINEROLO";"LEGA ALPINA PIEMONT";8979;"CHIOSSO SECONDO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"PINEROLO";"PSDI-LEGA NUOVA";2233;"VALGIUSTI UGO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"PINEROLO";"PARTITO PENSIONATI";4141;"SCARDICCHIO TOMMASO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"PINEROLO";"LISTA REFERENDUM";4559;"GALLI DELLA LOGGIA ERNESTO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"PINEROLO";"LA LEGA CAS-PENS.";3487;"FANTARONI FRANCO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"PINEROLO";"VERDI-VERDI";3030;"MORRE GIORGIO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"PINEROLO";"FEDERALISMO-PENS.UV.";585;"BERTINATTI GIUSEPPE";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"TORINO CENTRO";"DC";13681;"CRAVERO DARIO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"TORINO CENTRO";"LEGA LOMBARDA";9106;"GUBETTI FURIO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"TORINO CENTRO";"PDS";10477;"LEVI VED.ARIAN GIORGINA";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"TORINO CENTRO";"PSI";6018;"PAPA EMILIO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"TORINO CENTRO";"RIFONDAZIONE COMUNISTA";5727;"SESTERO IN GIANOTTI MARIA GRAZ";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"TORINO CENTRO";"PLI";5911;"BASTIANINI ATTILIO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"TORINO CENTRO";"PRI";9059;"LA MALFA GIORGIO";;;;;"E"
5/4/1992 00:00:00;"S";"PIEMONTE";"TORINO CENTRO";"MSI-DN";5780;"POZZO CESARE";;;;;"E"
5/4/1992 00:00:00;"S";"PIEMONTE";"TORINO CENTRO";"FEDERAZIONE DEI VERDI";2795;"MAISANO VED.GRASSI GIUSEPPA MA";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"TORINO CENTRO";"LEGA ALPINA PIEMONT";1092;"SABBATINI GIANPAOLO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"TORINO CENTRO";"PSDI-LEGA NUOVA";690;"ANFORA IN TURCATI ANNA";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"TORINO CENTRO";"PARTITO PENSIONATI";1333;"VALABREGA SERGIO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"TORINO CENTRO";"LISTA REFERENDUM";3617;"ZERI FEDERICO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"TORINO CENTRO";"LA LEGA CAS-PENS.";549;"de JORIO FILIPPO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"TORINO CENTRO";"VERDI-VERDI";1041;"DELLA SAVINA ETTORE";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"TORINO CENTRO";"FEDERALISMO-PENS.UV.";233;"PICCOLO LUCANTONIO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"TORINO FIAT AERITALIA FERRIERE";"DC";55217;"MORRA CLAUDIO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"TORINO FIAT AERITALIA FERRIERE";"LEGA LOMBARDA";40699;"GUBETTI FURIO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"TORINO FIAT AERITALIA FERRIERE";"PDS";54501;"MIGONE GIAN GIACOMO DOMENICO G";;;;;"E"
5/4/1992 00:00:00;"S";"PIEMONTE";"TORINO FIAT AERITALIA FERRIERE";"PSI";38233;"REVIGLIO FRANCO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"TORINO FIAT AERITALIA FERRIERE";"RIFONDAZIONE COMUNISTA";25822;"DOLINO GIOVANNI";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"TORINO FIAT AERITALIA FERRIERE";"PLI";13480;"SANTONI DE SIO FERNANDO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"TORINO FIAT AERITALIA FERRIERE";"PRI";26615;"GIUNTA ROBERTO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"TORINO FIAT AERITALIA FERRIERE";"MSI-DN";21833;"BOETTI VILLANIS AUDIFREDI LUDO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"TORINO FIAT AERITALIA FERRIERE";"FEDERAZIONE DEI VERDI";12861;"MAISANO VED.GRASSI GIUSEPPA MA";;;;;"E"
5/4/1992 00:00:00;"S";"PIEMONTE";"TORINO FIAT AERITALIA FERRIERE";"LEGA ALPINA PIEMONT";6257;"CAPELLO RENATA";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"TORINO FIAT AERITALIA FERRIERE";"PSDI-LEGA NUOVA";3346;"CASTELLETTO ENZO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"TORINO FIAT AERITALIA FERRIERE";"PARTITO PENSIONATI";6905;"SCARDICCHIO TOMMASO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"TORINO FIAT AERITALIA FERRIERE";"LISTA REFERENDUM";9784;"GALLI DELLA LOGGIA ERNESTO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"TORINO FIAT AERITALIA FERRIERE";"LA LEGA CAS-PENS.";2694;"VEZZOSI SALVATORE";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"TORINO FIAT AERITALIA FERRIERE";"VERDI-VERDI";6235;"MITTICA VINCENZO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"TORINO FIAT AERITALIA FERRIERE";"FEDERALISMO-PENS.UV.";997;"RICCO ANTONIO GIUSEPPE";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"TORINO DORA OLTRE STURA COLLINA";"DC";34299;"ZANALDA ANSELMO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"TORINO DORA OLTRE STURA COLLINA";"LEGA LOMBARDA";22210;"MOLINO PIETRO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"TORINO DORA OLTRE STURA COLLINA";"PDS";40388;"PECCHIOLI UGO";;;;;"E"
5/4/1992 00:00:00;"S";"PIEMONTE";"TORINO DORA OLTRE STURA COLLINA";"PSI";24408;"BONINO GIN LUIGI";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"TORINO DORA OLTRE STURA COLLINA";"RIFONDAZIONE COMUNISTA";22216;"LIBERTINI LUCIO";;;;;"E"
5/4/1992 00:00:00;"S";"PIEMONTE";"TORINO DORA OLTRE STURA COLLINA";"PLI";6486;"VACCA ORRU' IN CASIRAGHI NICOL";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"TORINO DORA OLTRE STURA COLLINA";"PRI";15246;"LODI GIUSEPPE DETTO BEPPE";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"TORINO DORA OLTRE STURA COLLINA";"MSI-DN";13491;"MASARACCHIO ANTONIO";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"TORINO DORA OLTRE STURA COLLINA";"FEDERAZIONE DEI VERDI";7894;"CIMA LAURA";;;;;
5/4/1992 00:00:00;"S";"PIEMONTE";"TORINO DORA OLTRE STURA COLLINA";"LEGA ALPINA PIEMONT";3725;"SABBATINI GIANPAOLO";;;;;
