"REGIONE";"COLLEGIO";"COMUNE";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI_TOTALI";"VOTANTI_MASCHI";"SCHEDE_BIANCHE";"LISTA";"VOTI_LISTA"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SARRE";3404;;2906;1436;67;"VALLEE D'AOSTE";"847"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SARRE";3404;;2906;1436;67;"ALTERNATIVA SOCIALE MUSSOLINI";"41"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SARRE";3404;;2906;1436;67;"FIAMMA TRICOLORE";"22"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SARRE";3404;;2906;1436;67;"UNIONE DI CENTRO";"78"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SARRE";3404;;2906;1436;67;"PARTITO PENSIONATI";"38"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SARRE";3404;;2906;1436;67;"FI-AN";"485"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SARRE";3404;;2906;1436;67;"AUT.LIB. DEMOCRATIE";"1163"
"VALLE D'AOSTA";"VALLE D'AOSTA";"TORGNON";396;;371;202;12;"LEGA NORD V.D'AOSTE";"5"
"VALLE D'AOSTA";"VALLE D'AOSTA";"TORGNON";396;;371;202;12;"VALLEE D'AOSTE";"62"
"VALLE D'AOSTA";"VALLE D'AOSTA";"TORGNON";396;;371;202;12;"ALTERNATIVA SOCIALE MUSSOLINI";"0"
"VALLE D'AOSTA";"VALLE D'AOSTA";"TORGNON";396;;371;202;12;"FIAMMA TRICOLORE";"0"
"VALLE D'AOSTA";"VALLE D'AOSTA";"TORGNON";396;;371;202;12;"UNIONE DI CENTRO";"9"
"VALLE D'AOSTA";"VALLE D'AOSTA";"TORGNON";396;;371;202;12;"PARTITO PENSIONATI";"4"
"VALLE D'AOSTA";"VALLE D'AOSTA";"TORGNON";396;;371;202;12;"FI-AN";"24"
"VALLE D'AOSTA";"VALLE D'AOSTA";"TORGNON";396;;371;202;12;"AUT.LIB. DEMOCRATIE";"246"
"VALLE D'AOSTA";"VALLE D'AOSTA";"VALGRISENCHE";150;;136;63;5;"LEGA NORD V.D'AOSTE";"1"
"VALLE D'AOSTA";"VALLE D'AOSTA";"VALGRISENCHE";150;;136;63;5;"VALLEE D'AOSTE";"41"
"VALLE D'AOSTA";"VALLE D'AOSTA";"VALGRISENCHE";150;;136;63;5;"ALTERNATIVA SOCIALE MUSSOLINI";"1"
"VALLE D'AOSTA";"VALLE D'AOSTA";"VALGRISENCHE";150;;136;63;5;"FIAMMA TRICOLORE";"0"
"VALLE D'AOSTA";"VALLE D'AOSTA";"VALGRISENCHE";150;;136;63;5;"UNIONE DI CENTRO";"4"
"VALLE D'AOSTA";"VALLE D'AOSTA";"VALGRISENCHE";150;;136;63;5;"PARTITO PENSIONATI";"0"
"VALLE D'AOSTA";"VALLE D'AOSTA";"VALGRISENCHE";150;;136;63;5;"FI-AN";"6"
"VALLE D'AOSTA";"VALLE D'AOSTA";"VALGRISENCHE";150;;136;63;5;"AUT.LIB. DEMOCRATIE";"77"
"VALLE D'AOSTA";"VALLE D'AOSTA";"VALPELLINE";481;;419;217;7;"LEGA NORD V.D'AOSTE";"6"
"VALLE D'AOSTA";"VALLE D'AOSTA";"VALPELLINE";481;;419;217;7;"VALLEE D'AOSTE";"143"
"VALLE D'AOSTA";"VALLE D'AOSTA";"VALPELLINE";481;;419;217;7;"ALTERNATIVA SOCIALE MUSSOLINI";"3"
"VALLE D'AOSTA";"VALLE D'AOSTA";"VALPELLINE";481;;419;217;7;"FIAMMA TRICOLORE";"0"
"VALLE D'AOSTA";"VALLE D'AOSTA";"VALPELLINE";481;;419;217;7;"UNIONE DI CENTRO";"11"
"TRENTINO-ALTO ADIGE";"TRENTO";"CAVEDAGO";371;;326;164;11;"FIAMMA TRICOLORE";"6"
"TRENTINO-ALTO ADIGE";"TRENTO";"CAVEDAGO";371;;326;164;11;"CASA DELLE LIBERTA'";"144"
"TRENTINO-ALTO ADIGE";"TRENTO";"CAVEDAGO";371;;326;164;11;"L'UNIONE SVP";"141"
"TRENTINO-ALTO ADIGE";"TRENTO";"CAVEDAGO";371;;326;164;11;"PARTITO PENSIONATI";"16"
"TRENTINO-ALTO ADIGE";"TRENTO";"CAVEDINE";1949;;1714;863;45;"FIAMMA TRICOLORE";"55"
"TRENTINO-ALTO ADIGE";"TRENTO";"CAVEDINE";1949;;1714;863;45;"CASA DELLE LIBERTA'";"808"
"TRENTINO-ALTO ADIGE";"TRENTO";"CAVEDINE";1949;;1714;863;45;"L'UNIONE SVP";"704"
"TRENTINO-ALTO ADIGE";"TRENTO";"CAVEDINE";1949;;1714;863;45;"PARTITO PENSIONATI";"66"
"TRENTINO-ALTO ADIGE";"TRENTO";"CAVIZZANA";173;;164;82;22;"FIAMMA TRICOLORE";"3"
"TRENTINO-ALTO ADIGE";"TRENTO";"CAVIZZANA";173;;164;82;22;"CASA DELLE LIBERTA'";"69"
"TRENTINO-ALTO ADIGE";"TRENTO";"CAVIZZANA";173;;164;82;22;"L'UNIONE SVP";"59"
"TRENTINO-ALTO ADIGE";"TRENTO";"CAVIZZANA";173;;164;82;22;"PARTITO PENSIONATI";"5"
"TRENTINO-ALTO ADIGE";"TRENTO";"CEMBRA";1159;;1032;525;21;"FIAMMA TRICOLORE";"23"
"TRENTINO-ALTO ADIGE";"TRENTO";"CEMBRA";1159;;1032;525;21;"CASA DELLE LIBERTA'";"602"
"TRENTINO-ALTO ADIGE";"TRENTO";"CEMBRA";1159;;1032;525;21;"L'UNIONE SVP";"309"
"TRENTINO-ALTO ADIGE";"TRENTO";"CEMBRA";1159;;1032;525;21;"PARTITO PENSIONATI";"43"
"TRENTINO-ALTO ADIGE";"TRENTO";"CIMONE";447;;399;207;11;"FIAMMA TRICOLORE";"14"
"TRENTINO-ALTO ADIGE";"TRENTO";"CIMONE";447;;399;207;11;"CASA DELLE LIBERTA'";"148"
"TRENTINO-ALTO ADIGE";"TRENTO";"CIMONE";447;;399;207;11;"L'UNIONE SVP";"198"
"TRENTINO-ALTO ADIGE";"TRENTO";"CIMONE";447;;399;207;11;"PARTITO PENSIONATI";"13"
"TRENTINO-ALTO ADIGE";"TRENTO";"CIS";232;;212;102;29;"FIAMMA TRICOLORE";"7"
"TRENTINO-ALTO ADIGE";"TRENTO";"CIS";232;;212;102;29;"CASA DELLE LIBERTA'";"48"
"TRENTINO-ALTO ADIGE";"TRENTO";"CIS";232;;212;102;29;"L'UNIONE SVP";"111"
"TRENTINO-ALTO ADIGE";"TRENTO";"CIS";232;;212;102;29;"PARTITO PENSIONATI";"7"
"TRENTINO-ALTO ADIGE";"TRENTO";"CLES";4673;;4108;1980;119;"FIAMMA TRICOLORE";"106"
"TRENTINO-ALTO ADIGE";"TRENTO";"CLES";4673;;4108;1980;119;"CASA DELLE LIBERTA'";"2089"
"TRENTINO-ALTO ADIGE";"TRENTO";"CLES";4673;;4108;1980;119;"L'UNIONE SVP";"1570"
"TRENTINO-ALTO ADIGE";"TRENTO";"CLES";4673;;4108;1980;119;"PARTITO PENSIONATI";"149"
"TRENTINO-ALTO ADIGE";"TRENTO";"CLOZ";465;;415;203;19;"FIAMMA TRICOLORE";"10"
"TRENTINO-ALTO ADIGE";"TRENTO";"CLOZ";465;;415;203;19;"CASA DELLE LIBERTA'";"181"
"TRENTINO-ALTO ADIGE";"TRENTO";"CLOZ";465;;415;203;19;"L'UNIONE SVP";"179"
"TRENTINO-ALTO ADIGE";"TRENTO";"CLOZ";465;;415;203;19;"PARTITO PENSIONATI";"23"
"TRENTINO-ALTO ADIGE";"TRENTO";"COMMEZZADURA";663;;586;289;29;"FIAMMA TRICOLORE";"11"
"TRENTINO-ALTO ADIGE";"TRENTO";"COMMEZZADURA";663;;586;289;29;"CASA DELLE LIBERTA'";"255"
"TRENTINO-ALTO ADIGE";"TRENTO";"COMMEZZADURA";663;;586;289;29;"L'UNIONE SVP";"263"
"TRENTINO-ALTO ADIGE";"TRENTO";"COMMEZZADURA";663;;586;289;29;"PARTITO PENSIONATI";"18"
"TRENTINO-ALTO ADIGE";"TRENTO";"COREDO";1040;;945;480;48;"FIAMMA TRICOLORE";"37"
"TRENTINO-ALTO ADIGE";"TRENTO";"COREDO";1040;;945;480;48;"CASA DELLE LIBERTA'";"437"
"TRENTINO-ALTO ADIGE";"TRENTO";"COREDO";1040;;945;480;48;"L'UNIONE SVP";"367"
"TRENTINO-ALTO ADIGE";"TRENTO";"COREDO";1040;;945;480;48;"PARTITO PENSIONATI";"40"
"TRENTINO-ALTO ADIGE";"TRENTO";"CROVIANA";417;;383;176;8;"FIAMMA TRICOLORE";"8"
"TRENTINO-ALTO ADIGE";"TRENTO";"CROVIANA";417;;383;176;8;"CASA DELLE LIBERTA'";"204"
"TRENTINO-ALTO ADIGE";"TRENTO";"CROVIANA";417;;383;176;8;"L'UNIONE SVP";"140"
"TRENTINO-ALTO ADIGE";"TRENTO";"CROVIANA";417;;383;176;8;"PARTITO PENSIONATI";"19"
"TRENTINO-ALTO ADIGE";"TRENTO";"CUNEVO";419;;382;198;18;"FIAMMA TRICOLORE";"13"
"TRENTINO-ALTO ADIGE";"TRENTO";"CUNEVO";419;;382;198;18;"CASA DELLE LIBERTA'";"172"
"TRENTINO-ALTO ADIGE";"TRENTO";"CUNEVO";419;;382;198;18;"L'UNIONE SVP";"161"
"TRENTINO-ALTO ADIGE";"TRENTO";"CUNEVO";419;;382;198;18;"PARTITO PENSIONATI";"12"
"TRENTINO-ALTO ADIGE";"TRENTO";"DAMBEL";300;;253;129;13;"FIAMMA TRICOLORE";"6"
"TRENTINO-ALTO ADIGE";"TRENTO";"DAMBEL";300;;253;129;13;"CASA DELLE LIBERTA'";"76"
"TRENTINO-ALTO ADIGE";"TRENTO";"DAMBEL";300;;253;129;13;"L'UNIONE SVP";"142"
"TRENTINO-ALTO ADIGE";"TRENTO";"DAMBEL";300;;253;129;13;"PARTITO PENSIONATI";"9"
"TRENTINO-ALTO ADIGE";"TRENTO";"DENNO";797;;739;373;37;"FIAMMA TRICOLORE";"27"
"TRENTINO-ALTO ADIGE";"TRENTO";"DENNO";797;;739;373;37;"CASA DELLE LIBERTA'";"314"
"TRENTINO-ALTO ADIGE";"TRENTO";"DENNO";797;;739;373;37;"L'UNIONE SVP";"314"
"TRENTINO-ALTO ADIGE";"TRENTO";"DENNO";797;;739;373;37;"PARTITO PENSIONATI";"27"
"TRENTINO-ALTO ADIGE";"TRENTO";"DIMARO";854;;774;369;25;"FIAMMA TRICOLORE";"41"
"TRENTINO-ALTO ADIGE";"TRENTO";"DIMARO";854;;774;369;25;"CASA DELLE LIBERTA'";"433"
"TRENTINO-ALTO ADIGE";"TRENTO";"DIMARO";854;;774;369;25;"L'UNIONE SVP";"246"
"TRENTINO-ALTO ADIGE";"TRENTO";"DIMARO";854;;774;369;25;"PARTITO PENSIONATI";"23"
"TRENTINO-ALTO ADIGE";"TRENTO";"DON";174;;161;85;14;"FIAMMA TRICOLORE";"8"
"TRENTINO-ALTO ADIGE";"TRENTO";"DON";174;;161;85;14;"CASA DELLE LIBERTA'";"95"
"TRENTINO-ALTO ADIGE";"TRENTO";"DON";174;;161;85;14;"L'UNIONE SVP";"35"
"TRENTINO-ALTO ADIGE";"TRENTO";"DON";174;;161;85;14;"PARTITO PENSIONATI";"7"
"TRENTINO-ALTO ADIGE";"TRENTO";"FAEDO";392;;356;177;9;"FIAMMA TRICOLORE";"5"
"TRENTINO-ALTO ADIGE";"TRENTO";"FAEDO";392;;356;177;9;"CASA DELLE LIBERTA'";"118"
"TRENTINO-ALTO ADIGE";"TRENTO";"FAEDO";392;;356;177;9;"L'UNIONE SVP";"211"
"TRENTINO-ALTO ADIGE";"TRENTO";"FAEDO";392;;356;177;9;"PARTITO PENSIONATI";"4"
"TRENTINO-ALTO ADIGE";"TRENTO";"FAI DELLA PAGANELLA";698;;600;311;23;"FIAMMA TRICOLORE";"14"
"TRENTINO-ALTO ADIGE";"TRENTO";"FAI DELLA PAGANELLA";698;;600;311;23;"CASA DELLE LIBERTA'";"278"
"TRENTINO-ALTO ADIGE";"TRENTO";"FAI DELLA PAGANELLA";698;;600;311;23;"L'UNIONE SVP";"245"
"TRENTINO-ALTO ADIGE";"TRENTO";"FAI DELLA PAGANELLA";698;;600;311;23;"PARTITO PENSIONATI";"27"
"TRENTINO-ALTO ADIGE";"TRENTO";"FAVER";573;;519;264;23;"FIAMMA TRICOLORE";"9"
"TRENTINO-ALTO ADIGE";"TRENTO";"FAVER";573;;519;264;23;"CASA DELLE LIBERTA'";"272"
"TRENTINO-ALTO ADIGE";"TRENTO";"FAVER";573;;519;264;23;"L'UNIONE SVP";"190"
"TRENTINO-ALTO ADIGE";"TRENTO";"FAVER";573;;519;264;23;"PARTITO PENSIONATI";"16"
"TRENTINO-ALTO ADIGE";"TRENTO";"FLAVON";371;;322;162;23;"FIAMMA TRICOLORE";"11"
"TRENTINO-ALTO ADIGE";"TRENTO";"FLAVON";371;;322;162;23;"CASA DELLE LIBERTA'";"148"
"TRENTINO-ALTO ADIGE";"TRENTO";"FLAVON";371;;322;162;23;"L'UNIONE SVP";"129"
"TRENTINO-ALTO ADIGE";"TRENTO";"PEIO";1414;;1240;653;41;"PARTITO PENSIONATI";"51"
"TRENTINO-ALTO ADIGE";"TRENTO";"PELLIZZANO";570;;497;251;17;"FIAMMA TRICOLORE";"11"
"TRENTINO-ALTO ADIGE";"TRENTO";"PELLIZZANO";570;;497;251;17;"CASA DELLE LIBERTA'";"154"
"TRENTINO-ALTO ADIGE";"TRENTO";"PELLIZZANO";570;;497;251;17;"L'UNIONE SVP";"295"
"TRENTINO-ALTO ADIGE";"TRENTO";"PELLIZZANO";570;;497;251;17;"PARTITO PENSIONATI";"15"
"TRENTINO-ALTO ADIGE";"TRENTO";"RABBI";1033;;889;443;66;"FIAMMA TRICOLORE";"18"
"TRENTINO-ALTO ADIGE";"TRENTO";"RABBI";1033;;889;443;66;"CASA DELLE LIBERTA'";"347"
"TRENTINO-ALTO ADIGE";"TRENTO";"RABBI";1033;;889;443;66;"L'UNIONE SVP";"397"
"TRENTINO-ALTO ADIGE";"TRENTO";"RABBI";1033;;889;443;66;"PARTITO PENSIONATI";"50"
"TRENTINO-ALTO ADIGE";"TRENTO";"REVO'";811;;702;350;32;"FIAMMA TRICOLORE";"20"
"TRENTINO-ALTO ADIGE";"TRENTO";"REVO'";811;;702;350;32;"CASA DELLE LIBERTA'";"280"
"TRENTINO-ALTO ADIGE";"TRENTO";"REVO'";811;;702;350;32;"L'UNIONE SVP";"330"
"TRENTINO-ALTO ADIGE";"TRENTO";"REVO'";811;;702;350;32;"PARTITO PENSIONATI";"25"
"TRENTINO-ALTO ADIGE";"TRENTO";"ROMALLO";428;;379;195;16;"FIAMMA TRICOLORE";"17"
"TRENTINO-ALTO ADIGE";"TRENTO";"ROMALLO";428;;379;195;16;"CASA DELLE LIBERTA'";"122"
"TRENTINO-ALTO ADIGE";"TRENTO";"ROMALLO";428;;379;195;16;"L'UNIONE SVP";"195"
"TRENTINO-ALTO ADIGE";"TRENTO";"ROMALLO";428;;379;195;16;"PARTITO PENSIONATI";"16"
"TRENTINO-ALTO ADIGE";"TRENTO";"ROMENO";885;;804;401;33;"FIAMMA TRICOLORE";"34"
"TRENTINO-ALTO ADIGE";"TRENTO";"ROMENO";885;;804;401;33;"CASA DELLE LIBERTA'";"393"
"TRENTINO-ALTO ADIGE";"TRENTO";"ROMENO";885;;804;401;33;"L'UNIONE SVP";"301"
"TRENTINO-ALTO ADIGE";"TRENTO";"ROMENO";885;;804;401;33;"PARTITO PENSIONATI";"25"
"TRENTINO-ALTO ADIGE";"TRENTO";"RONZONE";274;;234;124;4;"FIAMMA TRICOLORE";"13"
"TRENTINO-ALTO ADIGE";"TRENTO";"RONZONE";274;;234;124;4;"CASA DELLE LIBERTA'";"122"
"TRENTINO-ALTO ADIGE";"TRENTO";"RONZONE";274;;234;124;4;"L'UNIONE SVP";"72"
"TRENTINO-ALTO ADIGE";"TRENTO";"RONZONE";274;;234;124;4;"PARTITO PENSIONATI";"15"
"TRENTINO-ALTO ADIGE";"TRENTO";"ROVERE' DELLA LUNA";1125;;1009;504;35;"FIAMMA TRICOLORE";"26"
"TRENTINO-ALTO ADIGE";"TRENTO";"ROVERE' DELLA LUNA";1125;;1009;504;35;"CASA DELLE LIBERTA'";"471"
"TRENTINO-ALTO ADIGE";"TRENTO";"ROVERE' DELLA LUNA";1125;;1009;504;35;"L'UNIONE SVP";"384"
"TRENTINO-ALTO ADIGE";"TRENTO";"ROVERE' DELLA LUNA";1125;;1009;504;35;"PARTITO PENSIONATI";"61"
"TRENTINO-ALTO ADIGE";"TRENTO";"RUFFRE'";318;;277;142;14;"FIAMMA TRICOLORE";"16"
"TRENTINO-ALTO ADIGE";"TRENTO";"RUFFRE'";318;;277;142;14;"CASA DELLE LIBERTA'";"107"
"TRENTINO-ALTO ADIGE";"TRENTO";"RUFFRE'";318;;277;142;14;"L'UNIONE SVP";"115"
"TRENTINO-ALTO ADIGE";"TRENTO";"RUFFRE'";318;;277;142;14;"PARTITO PENSIONATI";"14"
"TRENTINO-ALTO ADIGE";"TRENTO";"RUMO";575;;504;268;22;"FIAMMA TRICOLORE";"17"
"TRENTINO-ALTO ADIGE";"TRENTO";"RUMO";575;;504;268;22;"CASA DELLE LIBERTA'";"226"
"TRENTINO-ALTO ADIGE";"TRENTO";"RUMO";575;;504;268;22;"L'UNIONE SVP";"209"
"TRENTINO-ALTO ADIGE";"TRENTO";"RUMO";575;;504;268;22;"PARTITO PENSIONATI";"18"
"TRENTINO-ALTO ADIGE";"TRENTO";"SAN MICHELE ALL'ADIGE";1684;;1492;719;58;"FIAMMA TRICOLORE";"45"
"TRENTINO-ALTO ADIGE";"TRENTO";"SAN MICHELE ALL'ADIGE";1684;;1492;719;58;"CASA DELLE LIBERTA'";"596"
"TRENTINO-ALTO ADIGE";"TRENTO";"SAN MICHELE ALL'ADIGE";1684;;1492;719;58;"L'UNIONE SVP";"690"
"TRENTINO-ALTO ADIGE";"TRENTO";"SAN MICHELE ALL'ADIGE";1684;;1492;719;58;"PARTITO PENSIONATI";"69"
"TRENTINO-ALTO ADIGE";"TRENTO";"SANZENO";636;;559;291;22;"FIAMMA TRICOLORE";"10"
"TRENTINO-ALTO ADIGE";"TRENTO";"SANZENO";636;;559;291;22;"CASA DELLE LIBERTA'";"312"
"TRENTINO-ALTO ADIGE";"TRENTO";"SANZENO";636;;559;291;22;"L'UNIONE SVP";"189"
"TRENTINO-ALTO ADIGE";"TRENTO";"SANZENO";636;;559;291;22;"PARTITO PENSIONATI";"19"
"TRENTINO-ALTO ADIGE";"TRENTO";"SARNONICO";478;;431;218;20;"FIAMMA TRICOLORE";"10"
"TRENTINO-ALTO ADIGE";"TRENTO";"SARNONICO";478;;431;218;20;"CASA DELLE LIBERTA'";"184"
"TRENTINO-ALTO ADIGE";"TRENTO";"SARNONICO";478;;431;218;20;"L'UNIONE SVP";"184"
"TRENTINO-ALTO ADIGE";"TRENTO";"SARNONICO";478;;431;218;20;"PARTITO PENSIONATI";"20"
"TRENTINO-ALTO ADIGE";"TRENTO";"SEGONZANO";990;;858;410;27;"FIAMMA TRICOLORE";"17"
"TRENTINO-ALTO ADIGE";"TRENTO";"SEGONZANO";990;;858;410;27;"CASA DELLE LIBERTA'";"354"
"TRENTINO-ALTO ADIGE";"TRENTO";"SEGONZANO";990;;858;410;27;"L'UNIONE SVP";"397"
"TRENTINO-ALTO ADIGE";"TRENTO";"SEGONZANO";990;;858;410;27;"PARTITO PENSIONATI";"45"
"TRENTINO-ALTO ADIGE";"TRENTO";"SFRUZ";219;;203;103;7;"FIAMMA TRICOLORE";"6"
"TRENTINO-ALTO ADIGE";"TRENTO";"SFRUZ";219;;203;103;7;"CASA DELLE LIBERTA'";"93"
"TRENTINO-ALTO ADIGE";"TRENTO";"SFRUZ";219;;203;103;7;"L'UNIONE SVP";"87"
"TRENTINO-ALTO ADIGE";"TRENTO";"SFRUZ";219;;203;103;7;"PARTITO PENSIONATI";"7"
"TRENTINO-ALTO ADIGE";"TRENTO";"SMARANO";276;;250;130;9;"FIAMMA TRICOLORE";"5"
"TRENTINO-ALTO ADIGE";"TRENTO";"SMARANO";276;;250;130;9;"CASA DELLE LIBERTA'";"141"
"TRENTINO-ALTO ADIGE";"TRENTO";"SMARANO";276;;250;130;9;"L'UNIONE SVP";"85"
"TRENTINO-ALTO ADIGE";"TRENTO";"SMARANO";276;;250;130;9;"PARTITO PENSIONATI";"7"
"TRENTINO-ALTO ADIGE";"TRENTO";"SOVER";657;;562;284;25;"FIAMMA TRICOLORE";"10"
"TRENTINO-ALTO ADIGE";"TRENTO";"SOVER";657;;562;284;25;"CASA DELLE LIBERTA'";"210"
"TRENTINO-ALTO ADIGE";"TRENTO";"SOVER";657;;562;284;25;"L'UNIONE SVP";"250"
"TRENTINO-ALTO ADIGE";"TRENTO";"SOVER";657;;562;284;25;"PARTITO PENSIONATI";"42"
"TRENTINO-ALTO ADIGE";"TRENTO";"SPORMAGGIORE";802;;724;380;17;"FIAMMA TRICOLORE";"16"
"TRENTINO-ALTO ADIGE";"TRENTO";"SPORMAGGIORE";802;;724;380;17;"CASA DELLE LIBERTA'";"326"
"TRENTINO-ALTO ADIGE";"TRENTO";"SPORMAGGIORE";802;;724;380;17;"L'UNIONE SVP";"308"
"TRENTINO-ALTO ADIGE";"TRENTO";"SPORMAGGIORE";802;;724;380;17;"PARTITO PENSIONATI";"42"
"TRENTINO-ALTO ADIGE";"TRENTO";"SPORMINORE";497;;455;238;20;"FIAMMA TRICOLORE";"8"
"TRENTINO-ALTO ADIGE";"TRENTO";"SPORMINORE";497;;455;238;20;"CASA DELLE LIBERTA'";"183"
"TRENTINO-ALTO ADIGE";"TRENTO";"SPORMINORE";497;;455;238;20;"L'UNIONE SVP";"197"
"TRENTINO-ALTO ADIGE";"TRENTO";"SPORMINORE";497;;455;238;20;"PARTITO PENSIONATI";"24"
"TRENTINO-ALTO ADIGE";"TRENTO";"TAIO";1852;;1679;849;50;"FIAMMA TRICOLORE";"47"
"TRENTINO-ALTO ADIGE";"TRENTO";"TAIO";1852;;1679;849;50;"CASA DELLE LIBERTA'";"719"
"TRENTINO-ALTO ADIGE";"TRENTO";"TAIO";1852;;1679;849;50;"L'UNIONE SVP";"730"
"TRENTINO-ALTO ADIGE";"TRENTO";"TAIO";1852;;1679;849;50;"PARTITO PENSIONATI";"98"
"TRENTINO-ALTO ADIGE";"TRENTO";"TASSULLO";1325;;1168;565;58;"FIAMMA TRICOLORE";"34"
"TRENTINO-ALTO ADIGE";"TRENTO";"TASSULLO";1325;;1168;565;58;"CASA DELLE LIBERTA'";"449"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BOLBENO";244;;217;108;8;"L'UNIONE SVP";"86"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BOLBENO";244;;217;108;8;"PARTITO PENSIONATI";"13"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BONDO";484;;429;210;10;"FIAMMA TRICOLORE";"20"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BONDO";484;;429;210;10;"CASA DELLE LIBERTA'";"147"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BONDO";484;;429;210;10;"L'UNIONE SVP";"233"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BONDO";484;;429;210;10;"PARTITO PENSIONATI";"16"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BONDONE";503;;423;219;13;"FIAMMA TRICOLORE";"14"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BONDONE";503;;423;219;13;"CASA DELLE LIBERTA'";"226"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BONDONE";503;;423;219;13;"L'UNIONE SVP";"148"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BONDONE";503;;423;219;13;"PARTITO PENSIONATI";"18"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BREGUZZO";430;;391;195;10;"FIAMMA TRICOLORE";"6"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BREGUZZO";430;;391;195;10;"CASA DELLE LIBERTA'";"153"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BREGUZZO";430;;391;195;10;"L'UNIONE SVP";"201"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BREGUZZO";430;;391;195;10;"PARTITO PENSIONATI";"18"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BRENTONICO";2743;;2390;1231;80;"FIAMMA TRICOLORE";"103"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BRENTONICO";2743;;2390;1231;80;"CASA DELLE LIBERTA'";"839"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BRENTONICO";2743;;2390;1231;80;"L'UNIONE SVP";"1227"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BRENTONICO";2743;;2390;1231;80;"PARTITO PENSIONATI";"91"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BRIONE";114;;103;52;1;"FIAMMA TRICOLORE";"8"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BRIONE";114;;103;52;1;"CASA DELLE LIBERTA'";"40"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BRIONE";114;;103;52;1;"L'UNIONE SVP";"49"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BRIONE";114;;103;52;1;"PARTITO PENSIONATI";"3"
"TRENTINO-ALTO ADIGE";"ROVERETO";"CADERZONE";438;;400;205;11;"FIAMMA TRICOLORE";"9"
"TRENTINO-ALTO ADIGE";"ROVERETO";"CADERZONE";438;;400;205;11;"CASA DELLE LIBERTA'";"224"
"TRENTINO-ALTO ADIGE";"ROVERETO";"CADERZONE";438;;400;205;11;"L'UNIONE SVP";"140"
"TRENTINO-ALTO ADIGE";"ROVERETO";"CADERZONE";438;;400;205;11;"PARTITO PENSIONATI";"12"
"TRENTINO-ALTO ADIGE";"ROVERETO";"CALLIANO";872;;800;407;17;"FIAMMA TRICOLORE";"34"
"TRENTINO-ALTO ADIGE";"ROVERETO";"CALLIANO";872;;800;407;17;"CASA DELLE LIBERTA'";"324"
"TRENTINO-ALTO ADIGE";"ROVERETO";"CALLIANO";872;;800;407;17;"L'UNIONE SVP";"386"
"TRENTINO-ALTO ADIGE";"ROVERETO";"CALLIANO";872;;800;407;17;"PARTITO PENSIONATI";"31"
"TRENTINO-ALTO ADIGE";"ROVERETO";"CARISOLO";651;;572;293;19;"FIAMMA TRICOLORE";"17"
"TRENTINO-ALTO ADIGE";"ROVERETO";"CARISOLO";651;;572;293;19;"CASA DELLE LIBERTA'";"351"
"TRENTINO-ALTO ADIGE";"ROVERETO";"CARISOLO";651;;572;293;19;"L'UNIONE SVP";"159"
"TRENTINO-ALTO ADIGE";"ROVERETO";"CARISOLO";651;;572;293;19;"PARTITO PENSIONATI";"23"
"TRENTINO-ALTO ADIGE";"ROVERETO";"CASTEL CONDINO";190;;168;92;3;"FIAMMA TRICOLORE";"2"
"TRENTINO-ALTO ADIGE";"ROVERETO";"CASTEL CONDINO";190;;168;92;3;"CASA DELLE LIBERTA'";"95"
"TRENTINO-ALTO ADIGE";"ROVERETO";"CASTEL CONDINO";190;;168;92;3;"L'UNIONE SVP";"65"
"TRENTINO-ALTO ADIGE";"ROVERETO";"CASTEL CONDINO";190;;168;92;3;"PARTITO PENSIONATI";"2"
"TRENTINO-ALTO ADIGE";"ROVERETO";"CIMEGO";297;;260;135;6;"FIAMMA TRICOLORE";"8"
"TRENTINO-ALTO ADIGE";"ROVERETO";"CIMEGO";297;;260;135;6;"CASA DELLE LIBERTA'";"151"
