"REGIONE";"COLLEGIO";"COMUNE";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI_TOTALI";"VOTANTI_MASCHI";"SCHEDE_BIANCHE";"LISTA";"VOTI_LISTA"
"TRENTINO-ALTO ADIGE";"TRENTO";"BRESIMO";219;;185;93;17;"FIAMMA TRICOLORE";"3"
"TRENTINO-ALTO ADIGE";"TRENTO";"BRESIMO";219;;185;93;17;"CASA DELLE LIBERTA'";"48"
"TRENTINO-ALTO ADIGE";"TRENTO";"BRESIMO";219;;185;93;17;"L'UNIONE SVP";"101"
"TRENTINO-ALTO ADIGE";"TRENTO";"BRESIMO";219;;185;93;17;"PARTITO PENSIONATI";"11"
"TRENTINO-ALTO ADIGE";"TRENTO";"BREZ";518;;453;218;38;"FIAMMA TRICOLORE";"17"
"TRENTINO-ALTO ADIGE";"TRENTO";"BREZ";518;;453;218;38;"CASA DELLE LIBERTA'";"207"
"TRENTINO-ALTO ADIGE";"TRENTO";"BREZ";518;;453;218;38;"L'UNIONE SVP";"155"
"TRENTINO-ALTO ADIGE";"TRENTO";"BREZ";518;;453;218;38;"PARTITO PENSIONATI";"25"
"TRENTINO-ALTO ADIGE";"TRENTO";"CAGNO'";262;;239;114;5;"FIAMMA TRICOLORE";"2"
"TRENTINO-ALTO ADIGE";"TRENTO";"CAGNO'";262;;239;114;5;"CASA DELLE LIBERTA'";"92"
"TRENTINO-ALTO ADIGE";"TRENTO";"CAGNO'";262;;239;114;5;"L'UNIONE SVP";"119"
"TRENTINO-ALTO ADIGE";"TRENTO";"CAGNO'";262;;239;114;5;"PARTITO PENSIONATI";"12"
"TRENTINO-ALTO ADIGE";"TRENTO";"CALAVINO";887;;809;418;24;"FIAMMA TRICOLORE";"29"
"TRENTINO-ALTO ADIGE";"TRENTO";"CALAVINO";887;;809;418;24;"CASA DELLE LIBERTA'";"366"
"TRENTINO-ALTO ADIGE";"TRENTO";"CALAVINO";887;;809;418;24;"L'UNIONE SVP";"347"
"TRENTINO-ALTO ADIGE";"TRENTO";"CALAVINO";887;;809;418;24;"PARTITO PENSIONATI";"34"
"TRENTINO-ALTO ADIGE";"TRENTO";"CALDES";764;;682;352;34;"FIAMMA TRICOLORE";"12"
"TRENTINO-ALTO ADIGE";"TRENTO";"CALDES";764;;682;352;34;"CASA DELLE LIBERTA'";"301"
"TRENTINO-ALTO ADIGE";"TRENTO";"CALDES";764;;682;352;34;"L'UNIONE SVP";"292"
"TRENTINO-ALTO ADIGE";"TRENTO";"CALDES";764;;682;352;34;"PARTITO PENSIONATI";"32"
"TRENTINO-ALTO ADIGE";"TRENTO";"CAMPODENNO";1045;;949;474;56;"FIAMMA TRICOLORE";"16"
"TRENTINO-ALTO ADIGE";"TRENTO";"CAMPODENNO";1045;;949;474;56;"CASA DELLE LIBERTA'";"414"
"TRENTINO-ALTO ADIGE";"TRENTO";"CAMPODENNO";1045;;949;474;56;"L'UNIONE SVP";"402"
"TRENTINO-ALTO ADIGE";"TRENTO";"CAMPODENNO";1045;;949;474;56;"PARTITO PENSIONATI";"36"
"TRENTINO-ALTO ADIGE";"TRENTO";"CASTELFONDO";439;;385;204;31;"FIAMMA TRICOLORE";"9"
"TRENTINO-ALTO ADIGE";"TRENTO";"CASTELFONDO";439;;385;204;31;"CASA DELLE LIBERTA'";"182"
"TRENTINO-ALTO ADIGE";"TRENTO";"CASTELFONDO";439;;385;204;31;"L'UNIONE SVP";"145"
"TRENTINO-ALTO ADIGE";"TRENTO";"CASTELFONDO";439;;385;204;31;"PARTITO PENSIONATI";"9"
"TRENTINO-ALTO ADIGE";"TRENTO";"CAVARENO";689;;592;298;32;"FIAMMA TRICOLORE";"32"
"TRENTINO-ALTO ADIGE";"TRENTO";"CAVARENO";689;;592;298;32;"CASA DELLE LIBERTA'";"290"
"TRENTINO-ALTO ADIGE";"TRENTO";"CAVARENO";689;;592;298;32;"L'UNIONE SVP";"207"
"TRENTINO-ALTO ADIGE";"TRENTO";"CAVARENO";689;;592;298;32;"PARTITO PENSIONATI";"16"
"TRENTINO-ALTO ADIGE";"TRENTO";"FLAVON";371;;322;162;23;"PARTITO PENSIONATI";"8"
"TRENTINO-ALTO ADIGE";"TRENTO";"FONDO";1027;;839;419;47;"FIAMMA TRICOLORE";"21"
"TRENTINO-ALTO ADIGE";"TRENTO";"FONDO";1027;;839;419;47;"CASA DELLE LIBERTA'";"407"
"TRENTINO-ALTO ADIGE";"TRENTO";"FONDO";1027;;839;419;47;"L'UNIONE SVP";"303"
"TRENTINO-ALTO ADIGE";"TRENTO";"FONDO";1027;;839;419;47;"PARTITO PENSIONATI";"42"
"TRENTINO-ALTO ADIGE";"TRENTO";"GARNIGA TERME";278;;242;117;10;"FIAMMA TRICOLORE";"13"
"TRENTINO-ALTO ADIGE";"TRENTO";"GARNIGA TERME";278;;242;117;10;"CASA DELLE LIBERTA'";"100"
"TRENTINO-ALTO ADIGE";"TRENTO";"GARNIGA TERME";278;;242;117;10;"L'UNIONE SVP";"94"
"TRENTINO-ALTO ADIGE";"TRENTO";"GARNIGA TERME";278;;242;117;10;"PARTITO PENSIONATI";"18"
"TRENTINO-ALTO ADIGE";"TRENTO";"GIOVO";1677;;1509;761;64;"FIAMMA TRICOLORE";"35"
"TRENTINO-ALTO ADIGE";"TRENTO";"GIOVO";1677;;1509;761;64;"CASA DELLE LIBERTA'";"619"
"TRENTINO-ALTO ADIGE";"TRENTO";"LASINO";915;;833;401;32;"FIAMMA TRICOLORE";"42"
"TRENTINO-ALTO ADIGE";"TRENTO";"LASINO";915;;833;401;32;"CASA DELLE LIBERTA'";"329"
"TRENTINO-ALTO ADIGE";"TRENTO";"LASINO";915;;833;401;32;"L'UNIONE SVP";"379"
"TRENTINO-ALTO ADIGE";"TRENTO";"LASINO";915;;833;401;32;"PARTITO PENSIONATI";"34"
"TRENTINO-ALTO ADIGE";"TRENTO";"LAVIS";5605;;5012;2469;147;"FIAMMA TRICOLORE";"165"
"TRENTINO-ALTO ADIGE";"TRENTO";"LAVIS";5605;;5012;2469;147;"CASA DELLE LIBERTA'";"2205"
"TRENTINO-ALTO ADIGE";"TRENTO";"LAVIS";5605;;5012;2469;147;"L'UNIONE SVP";"2150"
"TRENTINO-ALTO ADIGE";"TRENTO";"LAVIS";5605;;5012;2469;147;"PARTITO PENSIONATI";"232"
"TRENTINO-ALTO ADIGE";"TRENTO";"LISIGNAGO";341;;309;156;13;"FIAMMA TRICOLORE";"4"
"TRENTINO-ALTO ADIGE";"TRENTO";"LISIGNAGO";341;;309;156;13;"CASA DELLE LIBERTA'";"120"
"TRENTINO-ALTO ADIGE";"TRENTO";"LISIGNAGO";341;;309;156;13;"L'UNIONE SVP";"141"
"TRENTINO-ALTO ADIGE";"TRENTO";"LISIGNAGO";341;;309;156;13;"PARTITO PENSIONATI";"24"
"TRENTINO-ALTO ADIGE";"TRENTO";"LIVO";610;;532;266;44;"FIAMMA TRICOLORE";"16"
"TRENTINO-ALTO ADIGE";"TRENTO";"LIVO";610;;532;266;44;"CASA DELLE LIBERTA'";"228"
"TRENTINO-ALTO ADIGE";"TRENTO";"LIVO";610;;532;266;44;"L'UNIONE SVP";"216"
"TRENTINO-ALTO ADIGE";"TRENTO";"LIVO";610;;532;266;44;"PARTITO PENSIONATI";"21"
"TRENTINO-ALTO ADIGE";"TRENTO";"LONA-LASES";501;;443;220;13;"FIAMMA TRICOLORE";"8"
"TRENTINO-ALTO ADIGE";"TRENTO";"LONA-LASES";501;;443;220;13;"CASA DELLE LIBERTA'";"229"
"TRENTINO-ALTO ADIGE";"TRENTO";"LONA-LASES";501;;443;220;13;"L'UNIONE SVP";"164"
"TRENTINO-ALTO ADIGE";"TRENTO";"LONA-LASES";501;;443;220;13;"PARTITO PENSIONATI";"19"
"TRENTINO-ALTO ADIGE";"TRENTO";"MALE'";1540;;1328;664;42;"FIAMMA TRICOLORE";"21"
"TRENTINO-ALTO ADIGE";"TRENTO";"MALE'";1540;;1328;664;42;"CASA DELLE LIBERTA'";"628"
"TRENTINO-ALTO ADIGE";"TRENTO";"MALE'";1540;;1328;664;42;"L'UNIONE SVP";"565"
"TRENTINO-ALTO ADIGE";"TRENTO";"MALE'";1540;;1328;664;42;"PARTITO PENSIONATI";"58"
"TRENTINO-ALTO ADIGE";"TRENTO";"MALOSCO";255;;225;115;8;"FIAMMA TRICOLORE";"10"
"TRENTINO-ALTO ADIGE";"TRENTO";"MALOSCO";255;;225;115;8;"CASA DELLE LIBERTA'";"120"
"TRENTINO-ALTO ADIGE";"TRENTO";"MALOSCO";255;;225;115;8;"L'UNIONE SVP";"75"
"TRENTINO-ALTO ADIGE";"TRENTO";"MALOSCO";255;;225;115;8;"PARTITO PENSIONATI";"8"
"TRENTINO-ALTO ADIGE";"TRENTO";"MEZZANA";639;;555;285;25;"FIAMMA TRICOLORE";"27"
"TRENTINO-ALTO ADIGE";"TRENTO";"MEZZANA";639;;555;285;25;"CASA DELLE LIBERTA'";"292"
"TRENTINO-ALTO ADIGE";"TRENTO";"MEZZANA";639;;555;285;25;"L'UNIONE SVP";"185"
"TRENTINO-ALTO ADIGE";"TRENTO";"MEZZANA";639;;555;285;25;"PARTITO PENSIONATI";"20"
"TRENTINO-ALTO ADIGE";"TRENTO";"MEZZOCORONA";3518;;3048;1523;94;"FIAMMA TRICOLORE";"77"
"TRENTINO-ALTO ADIGE";"TRENTO";"MEZZOCORONA";3518;;3048;1523;94;"CASA DELLE LIBERTA'";"1396"
"TRENTINO-ALTO ADIGE";"TRENTO";"MEZZOCORONA";3518;;3048;1523;94;"L'UNIONE SVP";"1254"
"TRENTINO-ALTO ADIGE";"TRENTO";"MEZZOCORONA";3518;;3048;1523;94;"PARTITO PENSIONATI";"160"
"TRENTINO-ALTO ADIGE";"TRENTO";"MEZZOLOMBARDO";4456;;3808;1841;116;"FIAMMA TRICOLORE";"159"
"TRENTINO-ALTO ADIGE";"TRENTO";"MEZZOLOMBARDO";4456;;3808;1841;116;"CASA DELLE LIBERTA'";"1857"
"TRENTINO-ALTO ADIGE";"TRENTO";"MEZZOLOMBARDO";4456;;3808;1841;116;"L'UNIONE SVP";"1402"
"TRENTINO-ALTO ADIGE";"TRENTO";"MEZZOLOMBARDO";4456;;3808;1841;116;"PARTITO PENSIONATI";"191"
"TRENTINO-ALTO ADIGE";"TRENTO";"MOLVENO";789;;712;343;14;"FIAMMA TRICOLORE";"25"
"TRENTINO-ALTO ADIGE";"TRENTO";"MOLVENO";789;;712;343;14;"CASA DELLE LIBERTA'";"403"
"TRENTINO-ALTO ADIGE";"TRENTO";"MOLVENO";789;;712;343;14;"L'UNIONE SVP";"237"
"TRENTINO-ALTO ADIGE";"TRENTO";"MOLVENO";789;;712;343;14;"PARTITO PENSIONATI";"20"
"TRENTINO-ALTO ADIGE";"TRENTO";"MONCLASSICO";565;;500;243;21;"FIAMMA TRICOLORE";"14"
"TRENTINO-ALTO ADIGE";"TRENTO";"MONCLASSICO";565;;500;243;21;"CASA DELLE LIBERTA'";"271"
"TRENTINO-ALTO ADIGE";"TRENTO";"MONCLASSICO";565;;500;243;21;"L'UNIONE SVP";"159"
"TRENTINO-ALTO ADIGE";"TRENTO";"MONCLASSICO";565;;500;243;21;"PARTITO PENSIONATI";"28"
"TRENTINO-ALTO ADIGE";"TRENTO";"NANNO";433;;398;201;21;"FIAMMA TRICOLORE";"9"
"TRENTINO-ALTO ADIGE";"TRENTO";"NANNO";433;;398;201;21;"CASA DELLE LIBERTA'";"178"
"TRENTINO-ALTO ADIGE";"TRENTO";"NANNO";433;;398;201;21;"L'UNIONE SVP";"163"
"TRENTINO-ALTO ADIGE";"TRENTO";"NANNO";433;;398;201;21;"PARTITO PENSIONATI";"22"
"TRENTINO-ALTO ADIGE";"TRENTO";"NAVE SAN ROCCO";861;;784;403;21;"FIAMMA TRICOLORE";"27"
"TRENTINO-ALTO ADIGE";"TRENTO";"NAVE SAN ROCCO";861;;784;403;21;"CASA DELLE LIBERTA'";"311"
"TRENTINO-ALTO ADIGE";"TRENTO";"NAVE SAN ROCCO";861;;784;403;21;"L'UNIONE SVP";"373"
"TRENTINO-ALTO ADIGE";"TRENTO";"NAVE SAN ROCCO";861;;784;403;21;"PARTITO PENSIONATI";"38"
"TRENTINO-ALTO ADIGE";"TRENTO";"OSSANA";591;;526;266;16;"FIAMMA TRICOLORE";"16"
"TRENTINO-ALTO ADIGE";"TRENTO";"OSSANA";591;;526;266;16;"CASA DELLE LIBERTA'";"186"
"TRENTINO-ALTO ADIGE";"TRENTO";"OSSANA";591;;526;266;16;"L'UNIONE SVP";"269"
"TRENTINO-ALTO ADIGE";"TRENTO";"OSSANA";591;;526;266;16;"PARTITO PENSIONATI";"24"
"TRENTINO-ALTO ADIGE";"TRENTO";"PADERGNONE";464;;414;211;20;"FIAMMA TRICOLORE";"8"
"TRENTINO-ALTO ADIGE";"TRENTO";"PADERGNONE";464;;414;211;20;"CASA DELLE LIBERTA'";"179"
"TRENTINO-ALTO ADIGE";"TRENTO";"PADERGNONE";464;;414;211;20;"L'UNIONE SVP";"173"
"TRENTINO-ALTO ADIGE";"TRENTO";"PADERGNONE";464;;414;211;20;"PARTITO PENSIONATI";"22"
"TRENTINO-ALTO ADIGE";"TRENTO";"PEIO";1414;;1240;653;41;"FIAMMA TRICOLORE";"28"
"TRENTINO-ALTO ADIGE";"TRENTO";"PEIO";1414;;1240;653;41;"CASA DELLE LIBERTA'";"456"
"TRENTINO-ALTO ADIGE";"TRENTO";"PEIO";1414;;1240;653;41;"L'UNIONE SVP";"626"
"TRENTINO-ALTO ADIGE";"TRENTO";"TASSULLO";1325;;1168;565;58;"L'UNIONE SVP";"562"
"TRENTINO-ALTO ADIGE";"TRENTO";"TASSULLO";1325;;1168;565;58;"PARTITO PENSIONATI";"48"
"TRENTINO-ALTO ADIGE";"TRENTO";"TERLAGO";1179;;1044;530;28;"FIAMMA TRICOLORE";"33"
"TRENTINO-ALTO ADIGE";"TRENTO";"TERLAGO";1179;;1044;530;28;"CASA DELLE LIBERTA'";"381"
"TRENTINO-ALTO ADIGE";"TRENTO";"TERLAGO";1179;;1044;530;28;"L'UNIONE SVP";"528"
"TRENTINO-ALTO ADIGE";"TRENTO";"TERLAGO";1179;;1044;530;28;"PARTITO PENSIONATI";"43"
"TRENTINO-ALTO ADIGE";"TRENTO";"TERRES";229;;207;94;8;"FIAMMA TRICOLORE";"6"
"TRENTINO-ALTO ADIGE";"TRENTO";"TERRES";229;;207;94;8;"CASA DELLE LIBERTA'";"62"
"TRENTINO-ALTO ADIGE";"TRENTO";"TERRES";229;;207;94;8;"L'UNIONE SVP";"116"
"TRENTINO-ALTO ADIGE";"TRENTO";"TERRES";229;;207;94;8;"PARTITO PENSIONATI";"13"
"TRENTINO-ALTO ADIGE";"TRENTO";"TERZOLAS";437;;403;198;10;"FIAMMA TRICOLORE";"8"
"TRENTINO-ALTO ADIGE";"TRENTO";"TERZOLAS";437;;403;198;10;"CASA DELLE LIBERTA'";"196"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";79827;;69471;32866;1724;"PARTITO PENSIONATI";"3344"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRES";443;;410;199;23;"FIAMMA TRICOLORE";"11"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRES";443;;410;199;23;"CASA DELLE LIBERTA'";"150"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRES";443;;410;199;23;"L'UNIONE SVP";"203"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRES";443;;410;199;23;"PARTITO PENSIONATI";"13"
"TRENTINO-ALTO ADIGE";"TRENTO";"TUENNO";1621;;1477;742;44;"FIAMMA TRICOLORE";"35"
"TRENTINO-ALTO ADIGE";"TRENTO";"TUENNO";1621;;1477;742;44;"CASA DELLE LIBERTA'";"666"
"TRENTINO-ALTO ADIGE";"TRENTO";"TUENNO";1621;;1477;742;44;"L'UNIONE SVP";"650"
"TRENTINO-ALTO ADIGE";"TRENTO";"TUENNO";1621;;1477;742;44;"PARTITO PENSIONATI";"58"
"TRENTINO-ALTO ADIGE";"TRENTO";"VALDA";149;;130;64;2;"FIAMMA TRICOLORE";"3"
"TRENTINO-ALTO ADIGE";"TRENTO";"VALDA";149;;130;64;2;"CASA DELLE LIBERTA'";"53"
"TRENTINO-ALTO ADIGE";"TRENTO";"VALDA";149;;130;64;2;"L'UNIONE SVP";"66"
"TRENTINO-ALTO ADIGE";"TRENTO";"VALDA";149;;130;64;2;"PARTITO PENSIONATI";"5"
"TRENTINO-ALTO ADIGE";"TRENTO";"VERMIGLIO";1338;;1179;599;64;"FIAMMA TRICOLORE";"36"
"TRENTINO-ALTO ADIGE";"TRENTO";"VERMIGLIO";1338;;1179;599;64;"CASA DELLE LIBERTA'";"552"
"TRENTINO-ALTO ADIGE";"TRENTO";"VERMIGLIO";1338;;1179;599;64;"L'UNIONE SVP";"437"
"TRENTINO-ALTO ADIGE";"TRENTO";"VERMIGLIO";1338;;1179;599;64;"PARTITO PENSIONATI";"62"
"TRENTINO-ALTO ADIGE";"TRENTO";"VERVO'";468;;424;215;31;"FIAMMA TRICOLORE";"11"
"TRENTINO-ALTO ADIGE";"TRENTO";"VERVO'";468;;424;215;31;"CASA DELLE LIBERTA'";"195"
"TRENTINO-ALTO ADIGE";"TRENTO";"VERVO'";468;;424;215;31;"L'UNIONE SVP";"145"
"TRENTINO-ALTO ADIGE";"TRENTO";"VERVO'";468;;424;215;31;"PARTITO PENSIONATI";"25"
"TRENTINO-ALTO ADIGE";"TRENTO";"VEZZANO";1426;;1260;620;37;"FIAMMA TRICOLORE";"34"
"TRENTINO-ALTO ADIGE";"TRENTO";"VEZZANO";1426;;1260;620;37;"CASA DELLE LIBERTA'";"472"
"TRENTINO-ALTO ADIGE";"TRENTO";"VEZZANO";1426;;1260;620;37;"L'UNIONE SVP";"629"
"TRENTINO-ALTO ADIGE";"TRENTO";"VEZZANO";1426;;1260;620;37;"PARTITO PENSIONATI";"50"
"TRENTINO-ALTO ADIGE";"TRENTO";"ZAMBANA";1127;;1023;503;23;"FIAMMA TRICOLORE";"26"
"TRENTINO-ALTO ADIGE";"TRENTO";"ZAMBANA";1127;;1023;503;23;"CASA DELLE LIBERTA'";"405"
"TRENTINO-ALTO ADIGE";"TRENTO";"ZAMBANA";1127;;1023;503;23;"L'UNIONE SVP";"505"
"TRENTINO-ALTO ADIGE";"TRENTO";"ZAMBANA";1127;;1023;503;23;"PARTITO PENSIONATI";"43"
"TRENTINO-ALTO ADIGE";"ROVERETO";"ALA";5498;;4805;2399;132;"FIAMMA TRICOLORE";"202"
"TRENTINO-ALTO ADIGE";"ROVERETO";"ALA";5498;;4805;2399;132;"CASA DELLE LIBERTA'";"1949"
"TRENTINO-ALTO ADIGE";"ROVERETO";"ALA";5498;;4805;2399;132;"L'UNIONE SVP";"2210"
"TRENTINO-ALTO ADIGE";"ROVERETO";"ALA";5498;;4805;2399;132;"PARTITO PENSIONATI";"261"
"TRENTINO-ALTO ADIGE";"ROVERETO";"ARCO";11208;;9946;4840;269;"FIAMMA TRICOLORE";"346"
"TRENTINO-ALTO ADIGE";"ROVERETO";"ARCO";11208;;9946;4840;269;"CASA DELLE LIBERTA'";"3536"
"TRENTINO-ALTO ADIGE";"ROVERETO";"ARCO";11208;;9946;4840;269;"L'UNIONE SVP";"5095"
"TRENTINO-ALTO ADIGE";"ROVERETO";"ARCO";11208;;9946;4840;269;"PARTITO PENSIONATI";"505"
"TRENTINO-ALTO ADIGE";"ROVERETO";"AVIO";2814;;2518;1237;85;"FIAMMA TRICOLORE";"84"
"TRENTINO-ALTO ADIGE";"ROVERETO";"AVIO";2814;;2518;1237;85;"CASA DELLE LIBERTA'";"1258"
"TRENTINO-ALTO ADIGE";"ROVERETO";"AVIO";2814;;2518;1237;85;"L'UNIONE SVP";"927"
"TRENTINO-ALTO ADIGE";"ROVERETO";"AVIO";2814;;2518;1237;85;"PARTITO PENSIONATI";"104"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BERSONE";209;;195;90;9;"FIAMMA TRICOLORE";"5"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BERSONE";209;;195;90;9;"CASA DELLE LIBERTA'";"88"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BERSONE";209;;195;90;9;"L'UNIONE SVP";"81"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BERSONE";209;;195;90;9;"PARTITO PENSIONATI";"7"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BESENELLO";1493;;1340;678;41;"FIAMMA TRICOLORE";"46"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BESENELLO";1493;;1340;678;41;"CASA DELLE LIBERTA'";"416"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BESENELLO";1493;;1340;678;41;"L'UNIONE SVP";"732"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BESENELLO";1493;;1340;678;41;"PARTITO PENSIONATI";"58"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BEZZECCA";418;;352;170;14;"FIAMMA TRICOLORE";"10"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BEZZECCA";418;;352;170;14;"CASA DELLE LIBERTA'";"148"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BEZZECCA";418;;352;170;14;"L'UNIONE SVP";"160"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BEZZECCA";418;;352;170;14;"PARTITO PENSIONATI";"15"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BLEGGIO INFERIORE";749;;669;339;19;"FIAMMA TRICOLORE";"20"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BLEGGIO INFERIORE";749;;669;339;19;"CASA DELLE LIBERTA'";"253"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BLEGGIO INFERIORE";749;;669;339;19;"L'UNIONE SVP";"338"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BLEGGIO INFERIORE";749;;669;339;19;"PARTITO PENSIONATI";"28"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BLEGGIO SUPERIORE";1077;;935;466;36;"FIAMMA TRICOLORE";"20"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BLEGGIO SUPERIORE";1077;;935;466;36;"CASA DELLE LIBERTA'";"279"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BLEGGIO SUPERIORE";1077;;935;466;36;"L'UNIONE SVP";"534"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BLEGGIO SUPERIORE";1077;;935;466;36;"PARTITO PENSIONATI";"43"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BOCENAGO";299;;277;143;8;"FIAMMA TRICOLORE";"10"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BOCENAGO";299;;277;143;8;"CASA DELLE LIBERTA'";"176"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BOCENAGO";299;;277;143;8;"L'UNIONE SVP";"74"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BOCENAGO";299;;277;143;8;"PARTITO PENSIONATI";"6"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BOLBENO";244;;217;108;8;"FIAMMA TRICOLORE";"8"
"TRENTINO-ALTO ADIGE";"ROVERETO";"BOLBENO";244;;217;108;8;"CASA DELLE LIBERTA'";"95"
"TRENTINO-ALTO ADIGE";"ROVERETO";"GIUSTINO";492;;451;220;15;"L'UNIONE SVP";"156"
"TRENTINO-ALTO ADIGE";"ROVERETO";"GIUSTINO";492;;451;220;15;"PARTITO PENSIONATI";"18"
"TRENTINO-ALTO ADIGE";"ROVERETO";"ISERA";1871;;1619;807;45;"FIAMMA TRICOLORE";"64"
"TRENTINO-ALTO ADIGE";"ROVERETO";"ISERA";1871;;1619;807;45;"CASA DELLE LIBERTA'";"593"
"TRENTINO-ALTO ADIGE";"ROVERETO";"ISERA";1871;;1619;807;45;"L'UNIONE SVP";"824"
"TRENTINO-ALTO ADIGE";"ROVERETO";"ISERA";1871;;1619;807;45;"PARTITO PENSIONATI";"64"
"TRENTINO-ALTO ADIGE";"ROVERETO";"LARDARO";130;;116;58;6;"FIAMMA TRICOLORE";"7"
"TRENTINO-ALTO ADIGE";"ROVERETO";"LARDARO";130;;116;58;6;"CASA DELLE LIBERTA'";"45"
"TRENTINO-ALTO ADIGE";"ROVERETO";"LARDARO";130;;116;58;6;"L'UNIONE SVP";"50"
"TRENTINO-ALTO ADIGE";"ROVERETO";"LARDARO";130;;116;58;6;"PARTITO PENSIONATI";"2"
"TRENTINO-ALTO ADIGE";"ROVERETO";"LOMASO";1050;;910;452;26;"FIAMMA TRICOLORE";"39"
"TRENTINO-ALTO ADIGE";"ROVERETO";"MOLINA DI LEDRO";1104;;959;489;21;"PARTITO PENSIONATI";"50"
"TRENTINO-ALTO ADIGE";"ROVERETO";"MONTAGNE";203;;166;75;15;"FIAMMA TRICOLORE";"6"
"TRENTINO-ALTO ADIGE";"ROVERETO";"MONTAGNE";203;;166;75;15;"CASA DELLE LIBERTA'";"65"
"TRENTINO-ALTO ADIGE";"ROVERETO";"MONTAGNE";203;;166;75;15;"L'UNIONE SVP";"64"
"TRENTINO-ALTO ADIGE";"ROVERETO";"MONTAGNE";203;;166;75;15;"PARTITO PENSIONATI";"7"
"TRENTINO-ALTO ADIGE";"ROVERETO";"MORI";6370;;5644;2754;152;"FIAMMA TRICOLORE";"201"
"TRENTINO-ALTO ADIGE";"ROVERETO";"MORI";6370;;5644;2754;152;"CASA DELLE LIBERTA'";"1877"
"TRENTINO-ALTO ADIGE";"ROVERETO";"MORI";6370;;5644;2754;152;"L'UNIONE SVP";"3040"
"TRENTINO-ALTO ADIGE";"ROVERETO";"MORI";6370;;5644;2754;152;"PARTITO PENSIONATI";"257"
"TRENTINO-ALTO ADIGE";"ROVERETO";"NAGO-TORBOLE";1797;;1604;799;42;"FIAMMA TRICOLORE";"48"
"TRENTINO-ALTO ADIGE";"ROVERETO";"NAGO-TORBOLE";1797;;1604;799;42;"CASA DELLE LIBERTA'";"704"
"TRENTINO-ALTO ADIGE";"ROVERETO";"NAGO-TORBOLE";1797;;1604;799;42;"L'UNIONE SVP";"721"
"TRENTINO-ALTO ADIGE";"ROVERETO";"NAGO-TORBOLE";1797;;1604;799;42;"PARTITO PENSIONATI";"61"
"TRENTINO-ALTO ADIGE";"ROVERETO";"NOGAREDO";1344;;1211;615;43;"FIAMMA TRICOLORE";"59"
"TRENTINO-ALTO ADIGE";"ROVERETO";"NOGAREDO";1344;;1211;615;43;"CASA DELLE LIBERTA'";"461"
"TRENTINO-ALTO ADIGE";"ROVERETO";"NOGAREDO";1344;;1211;615;43;"L'UNIONE SVP";"554"
"TRENTINO-ALTO ADIGE";"ROVERETO";"NOGAREDO";1344;;1211;615;43;"PARTITO PENSIONATI";"65"
"TRENTINO-ALTO ADIGE";"ROVERETO";"NOMI";950;;788;395;34;"FIAMMA TRICOLORE";"20"
"TRENTINO-ALTO ADIGE";"ROVERETO";"NOMI";950;;788;395;34;"CASA DELLE LIBERTA'";"242"
"TRENTINO-ALTO ADIGE";"ROVERETO";"NOMI";950;;788;395;34;"L'UNIONE SVP";"445"
"TRENTINO-ALTO ADIGE";"ROVERETO";"NOMI";950;;788;395;34;"PARTITO PENSIONATI";"31"
"TRENTINO-ALTO ADIGE";"ROVERETO";"PELUGO";249;;221;99;8;"FIAMMA TRICOLORE";"12"
"TRENTINO-ALTO ADIGE";"ROVERETO";"PELUGO";249;;221;99;8;"CASA DELLE LIBERTA'";"128"
"TRENTINO-ALTO ADIGE";"ROVERETO";"PELUGO";249;;221;99;8;"L'UNIONE SVP";"61"
"TRENTINO-ALTO ADIGE";"ROVERETO";"PELUGO";249;;221;99;8;"PARTITO PENSIONATI";"8"
